ID,Cluster
766192974,4
766192975,7
766192976,4
766192977,4
766192978,5
766192979,4
766192980,4
766192981,4
766192982,4
766192983,5
766192984,4
766192985,4
766192986,4
766192987,7
766192988,2
766192989,6
766192990,4
766192991,7
766192992,5
766192993,1
766192994,2
766192995,4
766192996,7
766192997,4
766192998,1
766192999,4
766193000,9
766193001,4
766193002,4
766193003,4
766193004,7
766193005,1
766193006,4
766193007,4
766193008,1
766193009,7
766193010,4
766193011,7
766193012,4
766193013,7
766193014,4
766193015,4
766193016,8
766193017,5
766193018,4
766193019,4
766193020,7
766193021,4
766193022,7
766193023,4
766193024,9
766193025,9
766193026,7
766193027,7
766193028,7
766193029,7
766193030,1
766193031,7
766193032,4
766193033,9
766193034,9
766193035,2
766193036,5
766193037,3
766193038,7
766193039,7
766193040,9
766193041,4
766193042,4
766193043,1
766193044,4
766193045,6
766193046,4
766193047,7
766193048,4
766193049,7
766193050,7
766193051,4
766193052,7
766193053,7
766193054,6
766193055,4
766193056,7
766193057,7
766193058,3
766193059,7
766193060,6
766193061,4
766193062,4
766193063,7
766193064,4
766193065,9
766193066,4
766193067,4
766193068,4
766193069,3
766193070,4
766193071,6
766193072,4
766193073,3
766193074,4
766193075,3
766193076,4
766193077,4
766193078,9
766193079,4
766193080,7
766193081,4
766193082,7
766193083,1
766193084,4
766193085,4
766193086,4
766193087,4
766193088,7
766193089,4
766193090,4
766193091,1
766193092,7
766193093,1
766193094,4
766193095,4
766193096,3
766193097,7
766193098,4
766193099,1
766193100,1
766193101,7
766193102,7
766193103,4
766193104,4
766193105,4
766193106,3
766193107,7
766193108,4
766193109,4
766193110,4
766193111,7
766193112,1
766193113,1
766193114,4
766193115,4
766193116,9
766193117,1
766193118,9
766193119,4
766193120,4
766193121,4
766193122,4
766193123,7
766193124,9
766193125,5
766193126,3
766193127,4
766193128,4
766193129,4
766193130,5
766193131,7
766193132,4
766193133,4
766193134,8
766193135,4
766193136,4
766193137,7
766193138,3
766193139,7
766193140,4
766193141,9
766193142,4
766193143,7
766193144,4
766193145,7
766193146,7
766193147,10
766193148,3
766193149,4
766193150,3
766193151,7
766193152,4
766193153,7
766193154,7
766193155,4
766193156,4
766193157,7
766193158,4
766193159,4
766193160,4
766193161,6
766193162,7
766193163,7
766193164,7
766193165,3
766193166,9
766193167,4
766193168,4
766193169,7
766193170,4
766193171,4
766193172,7
766193173,4
766193174,10
766193175,7
766193176,4
766193177,4
766193178,7
766193179,4
766193180,8
766193181,4
766193182,2
766193183,4
766193184,4
766193185,3
766193186,7
766193187,4
766193188,7
766193189,1
766193190,1
766193191,10
766193192,7
766193193,4
766193194,4
766193195,4
766193196,4
766193197,1
766193198,4
766193199,4
766193200,8
766193201,4
766193202,5
766193203,4
766193204,4
766193205,4
766193206,3
766193207,7
766193208,4
766193209,4
766193210,4
766193211,4
766193212,4
766193213,4
766193214,4
766193215,7
766193216,10
766193217,7
766193218,4
766193219,4
766193220,7
766193221,7
766193222,4
766193223,7
766193224,1
766193225,4
766193226,5
766193227,4
766193228,7
766193229,4
766193230,4
766193231,7
766193232,4
766193233,7
766193234,3
766193235,6
766193236,7
766193237,4
766193238,7
766193239,3
766193240,4
766193241,4
766193242,4
766193243,3
766193244,5
766193245,7
766193246,1
766193247,7
766193248,4
766193249,7
766193250,4
766193251,7
766193252,4
766193253,9
766193254,1
766193255,6
766193256,4
766193257,4
766193258,7
766193259,4
766193260,4
766193261,7
766193262,5
766193263,1
766193264,7
766193265,4
766193266,7
766193267,4
766193268,4
766193269,4
766193270,4
766193271,4
766193272,4
766193273,4
766193274,4
766193275,9
766193276,4
766193277,7
766193278,4
766193279,7
766193280,7
766193281,6
766193282,1
766193283,6
766193284,1
766193285,7
766193286,10
766193287,1
766193288,4
766193289,6
766193290,9
766193291,7
766193292,7
766193293,3
766193294,4
766193295,5
766193296,4
766193297,4
766193298,6
766193299,4
766193300,4
766193301,4
766193302,4
766193303,5
766193304,4
766193305,8
766193306,7
766193307,10
766193308,4
766193309,4
766193310,9
766193311,7
766193312,7
766193313,4
766193314,4
766193315,1
766193316,4
766193317,3
766193318,1
766193319,1
766193320,4
766193321,7
766193322,3
766193323,5
766193324,4
766193325,1
766193326,5
766193327,1
766193328,4
766193329,5
766193330,9
766193331,4
766193332,4
766193333,7
766193334,4
766193335,4
766193336,1
766193337,4
766193338,7
766193339,4
766193340,5
766193341,4
766193342,4
766193343,3
766193344,4
766193345,4
766193346,4
766193347,3
766193348,7
766193349,7
766193350,4
766193351,7
766193352,4
766193353,3
766193354,1
766193355,4
766193356,4
766193357,4
766193358,4
766193359,4
766193360,7
766193361,1
766193362,4
766193363,7
766193364,4
766193365,4
766193366,7
766193367,4
766193368,8
766193369,1
766193370,4
766193371,4
766193372,7
766193373,4
766193374,3
766193375,4
766193376,7
766193377,3
766193378,4
766193379,4
766193380,4
766193381,4
766193382,4
766193383,5
766193384,4
766193385,4
766193386,7
766193387,7
766193388,3
766193389,4
766193390,7
766193391,3
766193392,9
766193393,4
766193394,4
766193395,4
766193396,4
766193397,4
766193398,2
766193399,7
766193400,4
766193401,10
766193402,7
766193403,4
766193404,1
766193405,9
766193406,4
766193407,7
766193408,4
766193409,4
766193410,7
766193411,7
766193412,5
766193413,4
766193414,4
766193415,4
766193416,1
766193417,4
766193418,7
766193419,10
766193420,4
766193421,1
766193422,8
766193423,4
766193424,7
766193425,4
766193426,4
766193427,4
766193428,4
766193429,4
766193430,4
766193431,4
766193432,4
766193433,7
766193434,5
766193435,4
766193436,3
766193437,10
766193438,4
766193439,7
766193440,4
766193441,4
766193442,7
766193443,4
766193444,7
766193445,4
766193446,1
766193447,4
766193448,4
766193449,4
766193450,3
766193451,4
766193452,4
766193453,7
766193454,7
766193455,1
766193456,6
766193457,4
766193458,4
766193459,4
766193460,4
766193461,4
766193462,4
766193463,7
766193464,7
766193465,4
766193466,7
766193467,4
766193468,4
766193469,7
766193470,4
766193471,5
766193472,7
766193473,4
766193474,8
766193475,7
766193476,4
766193477,3
766193478,6
766193479,4
766193480,6
766193481,9
766193482,1
766193483,4
766193484,9
766193485,1
766193486,4
766193487,4
766193488,4
766193489,4
766193490,4
766193491,4
766193492,4
766193493,7
766193494,4
766193495,1
766193496,7
766193497,7
766193498,4
766193499,4
766193500,4
766193501,7
766193502,4
766193503,4
766193504,4
766193505,4
766193506,5
766193507,4
766193508,7
766193509,4
766193510,6
766193511,1
766193512,4
766193513,4
766193514,6
766193515,4
766193516,7
766193517,4
766193518,4
766193519,4
766193520,4
766193521,9
766193522,7
766193523,7
766193524,4
766193525,4
766193526,7
766193527,3
766193528,7
766193529,5
766193530,5
766193531,4
766193532,4
766193533,1
766193534,4
766193535,4
766193536,4
766193537,4
766193538,4
766193539,4
766193540,7
766193541,9
766193542,7
766193543,4
766193544,4
766193545,4
766193546,4
766193547,7
766193548,3
766193549,2
766193550,1
766193551,4
766193552,1
766193553,6
766193554,8
766193555,4
766193556,3
766193557,4
766193558,7
766193559,7
766193560,3
766193561,4
766193562,4
766193563,7
766193564,6
766193565,1
766193566,5
766193567,4
766193568,7
766193569,4
766193570,2
766193571,5
766193572,4
766193573,7
766193574,7
766193575,4
766193576,4
766193577,7
766193578,7
766193579,4
766193580,4
766193581,4
766193582,4
766193583,7
766193584,7
766193585,4
766193586,4
766193587,1
766193588,1
766193589,4
766193590,3
766193591,4
766193592,2
766193593,4
766193594,1
766193595,7
766193596,1
766193597,4
766193598,4
766193599,4
766193600,9
766193601,9
766193602,7
766193603,1
766193604,7
766193605,4
766193606,7
766193607,4
766193608,7
766193609,10
766193610,5
766193611,4
766193612,7
766193613,9
766193614,7
766193615,7
766193616,7
766193617,1
766193618,7
766193619,4
766193620,4
766193621,1
766193622,7
766193623,3
766193624,4
766193625,7
766193626,5
766193627,8
766193628,4
766193629,4
766193630,7
766193631,4
766193632,4
766193633,4
766193634,4
766193635,5
766193636,7
766193637,4
766193638,4
766193639,4
766193640,3
766193641,6
766193642,7
766193643,4
766193644,7
766193645,4
766193646,7
766193647,4
766193648,1
766193649,1
766193650,7
766193651,4
766193652,4
766193653,4
766193654,7
766193655,1
766193656,4
766193657,5
766193658,7
766193659,7
766193660,4
766193661,7
766193662,4
766193663,4
766193664,4
766193665,7
766193666,4
766193667,4
766193668,4
766193669,1
766193670,6
766193671,7
766193672,4
766193673,4
766193674,4
766193675,5
766193676,8
766193677,3
766193678,1
766193679,7
766193680,4
766193681,4
766193682,7
766193683,6
766193684,6
766193685,4
766193686,4
766193687,10
766193688,4
766193689,4
766193690,4
766193691,4
766193692,7
766193693,7
766193694,4
766193695,3
766193696,7
766193697,4
766193698,4
766193699,7
766193700,4
766193701,1
766193702,4
766193703,5
766193704,1
766193705,4
766193706,4
766193707,1
766193708,4
766193709,7
766193710,4
766193711,7
766193712,4
766193713,4
766193714,4
766193715,8
766193716,1
766193717,4
766193718,7
766193719,5
766193720,4
766193721,4
766193722,4
766193723,7
766193724,4
766193725,4
766193726,9
766193727,7
766193728,4
766193729,10
766193730,7
766193731,4
766193732,3
766193733,4
766193734,9
766193735,4
766193736,7
766193737,3
766193738,8
766193739,5
766193740,7
766193741,7
766193742,1
766193743,4
766193744,4
766193745,1
766193746,8
766193747,7
766193748,4
766193749,4
766193750,6
766193751,5
766193752,1
766193753,4
766193754,4
766193755,4
766193756,4
766193757,3
766193758,4
766193759,4
766193760,4
766193761,9
766193762,7
766193763,6
766193764,4
766193765,4
766193766,1
766193767,7
766193768,4
766193769,4
766193770,4
766193771,4
766193772,7
766193773,7
766193774,7
766193775,7
766193776,3
766193777,4
766193778,7
766193779,7
766193780,4
766193781,4
766193782,5
766193783,4
766193784,6
766193785,4
766193786,4
766193787,4
766193788,3
766193789,7
766193790,4
766193791,4
766193792,4
766193793,4
766193794,4
766193795,4
766193796,1
766193797,4
766193798,4
766193799,7
766193800,7
766193801,1
766193802,4
766193803,4
766193804,4
766193805,4
766193806,4
766193807,7
766193808,4
766193809,4
766193810,3
766193811,4
766193812,4
766193813,1
766193814,7
766193815,4
766193816,4
766193817,4
766193818,9
766193819,4
766193820,5
766193821,6
766193822,3
766193823,4
766193824,6
766193825,4
766193826,1
766193827,1
766193828,1
766193829,4
766193830,9
766193831,7
766193832,4
766193833,4
766193834,4
766193835,4
766193836,4
766193837,3
766193838,4
766193839,1
766193840,8
766193841,7
766193842,7
766193843,1
766193844,4
766193845,7
766193846,5
766193847,4
766193848,4
766193849,4
766193850,4
766193851,4
766193852,7
766193853,1
766193854,4
766193855,7
766193856,3
766193857,7
766193858,7
766193859,4
766193860,4
766193861,7
766193862,7
766193863,4
766193864,4
766193865,1
766193866,4
766193867,4
766193868,6
766193869,4
766193870,4
766193871,4
766193872,4
766193873,7
766193874,4
766193875,6
766193876,7
766193877,3
766193878,4
766193879,7
766193880,9
766193881,7
766193882,3
766193883,7
766193884,4
766193885,7
766193886,7
766193887,2
766193888,1
766193889,7
766193890,7
766193891,4
766193892,7
766193893,4
766193894,4
766193895,4
766193896,4
766193897,7
766193898,7
766193899,4
766193900,4
766193901,4
766193902,4
766193903,7
766193904,4
766193905,4
766193906,4
766193907,1
766193908,7
766193909,3
766193910,9
766193911,4
766193912,4
766193913,4
766193914,7
766193915,5
766193916,1
766193917,9
766193918,4
766193919,4
766193920,4
766193921,7
766193922,3
766193923,4
766193924,7
766193925,3
766193926,7
766193927,10
766193928,4
766193929,3
766193930,7
766193931,7
766193932,10
766193933,7
766193934,4
766193935,4
766193936,4
766193937,4
766193938,7
766193939,4
766193940,3
766193941,4
766193942,4
766193943,4
766193944,4
766193945,4
766193946,4
766193947,7
766193948,4
766193949,4
766193950,7
766193951,4
766193952,4
766193953,7
766193954,5
766193955,4
766193956,10
766193957,4
766193958,4
766193959,1
766193960,3
766193961,4
766193962,4
766193963,7
766193964,4
766193965,4
766193966,1
766193967,7
766193968,4
766193969,4
766193970,4
766193971,4
766193972,4
766193973,7
766193974,4
766193975,7
766193976,4
766193977,4
766193978,1
766193979,5
766193980,4
766193981,7
766193982,7
766193983,4
766193984,7
766193985,4
766193986,7
766193987,4
766193988,6
766193989,1
766193990,7
766193991,4
766193992,4
766193993,4
766193994,4
766193995,4
766193996,4
766193997,4
766193998,4
766193999,7
766194000,4
766194001,4
766194002,7
766194003,4
766194004,1
766194005,3
766194006,1
766194007,4
766194008,3
766194009,4
766194010,10
766194011,4
766194012,4
766194013,5
766194014,4
766194015,4
766194016,4
766194017,4
766194018,4
766194019,1
766194020,4
766194021,5
766194022,5
766194023,4
766194024,4
766194025,7
766194026,4
766194027,4
766194028,4
766194029,3
766194030,1
766194031,6
766194032,3
766194033,4
766194034,4
766194035,5
766194036,1
766194037,4
766194038,7
766194039,4
766194040,4
766194041,4
766194042,7
766194043,4
766194044,4
766194045,6
766194046,4
766194047,4
766194048,4
766194049,7
766194050,7
766194051,7
766194052,10
766194053,4
766194054,4
766194055,5
766194056,4
766194057,4
766194058,4
766194059,6
766194060,4
766194061,1
766194062,6
766194063,1
766194064,4
766194065,4
766194066,7
766194067,4
766194068,5
766194069,4
766194070,5
766194071,7
766194072,4
766194073,4
766194074,4
766194075,5
766194076,6
766194077,5
766194078,7
766194079,10
766194080,7
766194081,6
766194082,9
766194083,4
766194084,7
766194085,1
766194086,4
766194087,6
766194088,4
766194089,7
766194090,4
766194091,9
766194092,4
766194093,4
766194094,7
766194095,4
766194096,4
766194097,4
766194098,3
766194099,3
766194100,9
766194101,4
766194102,4
766194103,4
766194104,4
766194105,4
766194106,3
766194107,4
766194108,7
766194109,4
766194110,5
766194111,4
766194112,4
766194113,4
766194114,4
766194115,7
766194116,4
766194117,4
766194118,1
766194119,4
766194120,1
766194121,4
766194122,4
766194123,4
766194124,3
766194125,5
766194126,7
766194127,7
766194128,1
766194129,6
766194130,7
766194131,7
766194132,1
766194133,3
766194134,4
766194135,7
766194136,4
766194137,7
766194138,4
766194139,4
766194140,4
766194141,4
766194142,4
766194143,4
766194144,7
766194145,7
766194146,7
766194147,7
766194148,4
766194149,3
766194150,1
766194151,10
766194152,6
766194153,4
766194154,6
766194155,7
766194156,1
766194157,4
766194158,4
766194159,3
766194160,7
766194161,4
766194162,4
766194163,4
766194164,7
766194165,3
766194166,7
766194167,1
766194168,4
766194169,7
766194170,4
766194171,4
766194172,4
766194173,7
766194174,3
766194175,7
766194176,5
766194177,4
766194178,7
766194179,1
766194180,4
766194181,4
766194182,7
766194183,4
766194184,4
766194185,5
766194186,4
766194187,7
766194188,4
766194189,7
766194190,6
766194191,7
766194192,4
766194193,4
766194194,7
766194195,3
766194196,4
766194197,7
766194198,4
766194199,4
766194200,1
766194201,1
766194202,7
766194203,10
766194204,4
766194205,5
766194206,4
766194207,5
766194208,4
766194209,7
766194210,4
766194211,1
766194212,4
766194213,4
766194214,5
766194215,4
766194216,9
766194217,4
766194218,4
766194219,7
766194220,4
766194221,4
766194222,7
766194223,4
766194224,7
766194225,4
766194226,3
766194227,4
766194228,10
766194229,7
766194230,5
766194231,3
766194232,7
766194233,7
766194234,7
766194235,4
766194236,1
766194237,7
766194238,7
766194239,5
766194240,4
766194241,7
766194242,4
766194243,3
766194244,4
766194245,4
766194246,4
766194247,4
766194248,1
766194249,4
766194250,6
766194251,4
766194252,4
766194253,7
766194254,4
766194255,4
766194256,4
766194257,7
766194258,4
766194259,8
766194260,4
766194261,9
766194262,5
766194263,4
766194264,1
766194265,4
766194266,4
766194267,3
766194268,1
766194269,4
766194270,4
766194271,4
766194272,7
766194273,7
766194274,7
766194275,4
766194276,4
766194277,4
766194278,4
766194279,7
766194280,7
766194281,4
766194282,3
766194283,4
766194284,4
766194285,8
766194286,7
766194287,4
766194288,7
766194289,1
766194290,7
766194291,4
766194292,4
766194293,7
766194294,9
766194295,3
766194296,7
766194297,7
766194298,1
766194299,4
766194300,7
766194301,7
766194302,4
766194303,4
766194304,3
766194305,4
766194306,4
766194307,4
766194308,4
766194309,4
766194310,3
766194311,7
766194312,4
766194313,4
766194314,7
766194315,5
766194316,4
766194317,7
766194318,4
766194319,4
766194320,4
766194321,4
766194322,8
766194323,6
766194324,4
766194325,4
766194326,5
766194327,4
766194328,7
766194329,4
766194330,8
766194331,3
766194332,5
766194333,4
766194334,4
766194335,4
766194336,4
766194337,4
766194338,4
766194339,4
766194340,1
766194341,6
766194342,4
766194343,1
766194344,7
766194345,9
766194346,9
766194347,7
766194348,10
766194349,1
766194350,4
766194351,4
766194352,7
766194353,7
766194354,7
766194355,4
766194356,4
766194357,7
766194358,9
766194359,4
766194360,7
766194361,7
766194362,3
766194363,6
766194364,7
766194365,4
766194366,7
766194367,4
766194368,9
766194369,4
766194370,7
766194371,4
766194372,3
766194373,7
766194374,6
766194375,1
766194376,4
766194377,4
766194378,4
766194379,7
766194380,7
766194381,1
766194382,4
766194383,4
766194384,4
766194386,7
766194387,4
766194388,4
766194389,4
766194390,4
766194391,3
766194392,4
766194393,1
766194394,7
766194395,4
766194396,7
766194397,4
766194398,7
766194399,4
766194400,1
766194401,1
766194402,4
766194403,7
766194404,6
766194405,7
766194406,4
766194407,7
766194408,1
766194409,10
766194410,4
766194411,4
766194412,4
766194413,4
766194414,4
766194415,4
766194416,4
766194417,10
766194418,1
766194419,7
766194420,7
766194421,1
766194422,7
766194423,4
766194424,7
766194425,4
766194426,7
766194427,4
766194428,8
766194429,4
766194430,4
766194431,4
766194432,9
766194433,4
766194434,4
766194435,6
766194436,4
766194437,4
766194438,4
766194439,1
766194440,5
766194441,1
766194442,4
766194443,4
766194444,7
766194445,4
766194446,4
766194447,6
766194448,7
766194449,4
766194450,4
766194451,4
766194452,6
766194453,7
766194454,4
766194455,4
766194456,4
766194457,7
766194458,4
766194459,7
766194460,4
766194461,7
766194462,4
766194463,4
766194464,4
766194465,6
766194466,4
766194467,4
766194468,4
766194469,7
766194470,4
766194471,4
766194472,4
766194473,4
766194474,4
766194475,6
766194476,5
766194477,9
766194478,4
766194479,3
766194480,8
766194481,4
766194482,9
766194483,10
766194484,4
766194485,4
766194486,4
766194487,7
766194488,4
766194489,4
766194490,7
766194491,10
766194492,4
766194493,4
766194494,4
766194495,4
766194496,7
766194497,7
766194498,3
766194499,4
766194500,1
766194501,4
766194502,4
766194503,4
766194504,4
766194505,4
766194506,4
766194507,4
766194508,7
766194509,10
766194510,4
766194511,7
766194512,5
766194513,9
766194514,4
766194515,4
766194516,4
766194517,7
766194518,7
766194519,4
766194520,4
766194521,4
766194522,10
766194523,4
766194524,7
766194525,4
766194526,4
766194527,7
766194528,7
766194529,7
766194530,3
766194531,4
766194532,7
766194533,7
766194534,6
766194535,4
766194536,4
766194537,1
766194538,4
766194539,4
766194540,4
766194541,4
766194542,4
766194543,4
766194544,10
766194545,4
766194546,7
766194547,7
766194548,1
766194549,7
766194550,10
766194551,7
766194552,4
766194553,4
766194554,7
766194555,4
766194556,4
766194557,4
766194558,8
766194559,4
766194560,1
766194561,4
766194562,7
766194563,4
766194564,1
766194565,6
766194566,4
766194567,3
766194568,7
766194569,4
766194570,1
766194571,7
766194572,4
766194573,2
766194574,8
766194575,7
766194576,7
766194577,4
766194578,7
766194579,4
766194580,4
766194581,4
766194582,7
766194583,4
766194584,9
766194585,4
766194586,4
766194587,7
766194588,3
766194589,7
766194590,10
766194591,4
766194592,7
766194593,7
766194594,8
766194595,5
766194596,4
766194597,4
766194598,9
766194599,7
766194600,4
766194601,7
766194602,4
766194603,4
766194604,6
766194605,8
766194606,3
766194607,3
766194608,7
766194609,3
766194610,4
766194611,4
766194612,7
766194613,6
766194614,3
766194615,7
766194616,7
766194617,3
766194618,3
766194619,4
766194620,4
766194621,4
766194622,4
766194623,4
766194624,7
766194625,4
766194626,4
766194627,4
766194628,4
766194629,4
766194630,5
766194631,7
766194632,4
766194633,7
766194634,3
766194635,4
766194636,6
766194637,4
766194638,7
766194639,4
766194640,4
766194641,4
766194642,7
766194643,4
766194644,7
766194645,4
766194646,10
766194647,8
766194648,4
766194649,7
766194650,7
766194651,1
766194652,4
766194653,7
766194654,4
766194655,4
766194656,4
766194657,4
766194658,7
766194659,2
766194660,4
766194661,4
766194662,4
766194663,6
766194664,4
766194665,7
766194666,6
766194667,9
766194668,7
766194669,7
766194670,3
766194671,4
766194672,4
766194673,4
766194674,4
766194675,5
766194676,6
766194677,4
766194678,4
766194679,7
766194680,3
766194681,7
766194682,4
766194683,3
766194684,4
766194685,4
766194686,4
766194687,4
766194688,1
766194689,5
766194690,2
766194691,4
766194692,4
766194693,4
766194694,3
766194695,4
766194696,7
766194697,7
766194698,4
766194699,7
766194700,3
766194701,3
766194702,4
766194703,4
766194704,4
766194705,4
766194706,4
766194707,9
766194708,1
766194709,3
766194710,1
766194711,7
766194712,7
766194713,3
766194714,4
766194715,4
766194716,7
766194717,4
766194718,3
766194719,4
766194720,7
766194721,4
766194722,6
766194723,4
766194724,7
766194725,4
766194726,4
766194727,4
766194728,4
766194729,4
766194730,8
766194731,4
766194732,4
766194733,1
766194734,4
766194735,3
766194736,4
766194737,4
766194738,4
766194739,3
766194740,4
766194741,7
766194742,4
766194743,4
766194744,2
766194745,4
766194746,6
766194747,8
766194748,1
766194749,7
766194750,7
766194751,9
766194752,4
766194753,6
766194754,1
766194755,4
766194756,4
766194757,7
766194758,3
766194759,4
766194760,7
766194761,4
766194762,1
766194763,7
766194764,7
766194765,4
766194766,4
766194767,7
766194768,6
766194769,7
766194770,4
766194771,3
766194772,4
766194773,1
766194774,4
766194775,6
766194776,4
766194777,7
766194778,4
766194779,4
766194780,4
766194781,6
766194782,8
766194783,4
766194784,4
766194785,7
766194786,4
766194787,7
766194788,10
766194789,7
766194790,7
766194791,4
766194792,4
766194793,7
766194794,4
766194795,10
766194796,1
766194797,5
766194798,3
766194799,6
766194800,3
766194801,4
766194802,7
766194803,1
766194804,1
766194805,7
766194806,4
766194807,7
766194808,4
766194809,4
766194810,3
766194811,7
766194812,10
766194813,1
766194814,7
766194815,7
