ID,Cluster
766192880,1
766192881,1
766192882,1
766192883,1
766192884,1
766192885,1
766192886,4
766192887,1
766192888,1
766192889,1
766192890,1
766192891,4
766192892,1
766192893,1
766192894,1
766192895,1
766192896,1
766192897,1
766192898,1
766192899,1
766192900,1
766192901,1
766192902,1
766192903,2
766192904,1
766192905,1
766192906,1
766192907,1
766192908,1
766192909,0
766192910,1
766192911,1
766192912,0
766192913,0
766192914,1
766192915,4
766192916,1
766192917,1
766192918,1
766192919,1
766192920,1
766192921,6
766192922,1
766192923,1
766192924,1
766192925,1
766192926,1
766192927,1
766192928,1
766192929,4
766192930,1
766192931,1
766192932,4
766192933,4
766192934,1
766192935,1
766192936,1
766192937,1
766192938,4
766192939,4
766192940,4
766192941,1
766192942,1
766192943,1
766192944,1
766192945,4
766192946,1
766192947,3
766192948,1
766192949,1
766192950,4
766192951,4
766192952,1
766192953,1
766192954,4
766192955,2
766192956,1
766192957,4
766192958,1
766192959,0
766192960,1
766192961,4
766192962,4
766192963,1
766192964,1
766192965,1
766192966,4
766192967,4
766192968,1
766192969,4
766192970,1
766192971,1
766192972,1
766192973,4
766192974,4
766192975,1
766192976,1
766192977,1
766192978,4
766192979,1
766192980,1
766192981,1
766192982,1
766192983,4
766192984,1
766192985,1
766192986,4
766192987,1
766192988,0
766192989,1
766192990,4
766192991,1
766192992,4
766192993,4
766192994,1
766192995,1
766192996,1
766192997,1
766192998,1
766192999,4
766193000,1
766193001,1
766193002,1
766193003,1
766193004,1
766193005,4
766193006,1
766193007,1
766193008,2
766193009,1
766193010,2
766193011,1
766193012,1
766193013,4
766193014,1
766193015,1
766193016,1
766193017,1
766193018,1
766193019,4
766193020,1
766193021,1
766193022,4
766193023,1
766193024,1
766193025,1
766193026,1
766193027,1
766193028,1
766193029,1
766193030,2
766193031,1
766193032,6
766193033,1
766193034,1
766193035,0
766193036,4
766193037,1
766193038,1
766193039,1
766193040,1
766193041,1
766193042,1
766193043,4
766193044,1
766193045,4
766193046,1
766193047,4
766193048,1
766193049,1
766193050,1
766193051,4
766193052,1
766193053,2
766193054,4
766193055,1
766193056,4
766193057,4
766193058,0
766193059,4
766193060,2
766193061,2
766193062,1
766193063,3
766193064,1
766193065,1
766193066,1
766193067,2
766193068,4
766193069,2
766193070,1
766193071,1
766193072,1
766193073,4
766193074,1
766193075,1
766193076,1
766193077,1
766193078,1
766193079,0
766193080,1
766193081,1
766193082,4
766193083,2
766193084,1
766193085,1
766193086,4
766193087,1
766193088,1
766193089,1
766193090,1
766193091,1
766193092,1
766193093,1
766193094,1
766193095,1
766193096,1
766193097,1
766193098,1
766193099,1
766193100,1
766193101,1
766193102,1
766193103,1
766193104,1
766193105,1
766193106,1
766193107,4
766193108,1
766193109,4
766193110,1
766193111,4
766193112,1
766193113,1
766193114,1
766193115,1
766193116,1
766193117,4
766193118,1
766193119,2
766193120,1
766193121,1
766193122,1
766193123,1
766193124,1
766193125,4
766193126,4
766193127,1
766193128,1
766193129,1
766193130,4
766193131,1
766193132,4
766193133,1
766193134,1
766193135,1
766193136,1
766193137,1
766193138,1
766193139,1
766193140,2
766193141,1
766193142,1
766193143,1
766193144,2
766193145,1
766193146,4
766193147,1
766193148,1
766193149,1
766193150,1
766193151,1
766193152,1
766193153,1
766193154,1
766193155,4
766193156,1
766193157,1
766193158,1
766193159,1
766193160,1
766193161,4
766193162,1
766193163,4
766193164,1
766193165,1
766193166,1
766193167,1
766193168,1
766193169,1
766193170,1
766193171,1
766193172,1
766193173,1
766193174,1
766193175,1
766193176,1
766193177,1
766193178,1
766193179,1
766193180,1
766193181,1
766193182,0
766193183,1
766193184,1
766193185,1
766193186,1
766193187,1
766193188,4
766193189,1
766193190,1
766193191,1
766193192,1
766193193,1
766193194,4
766193195,1
766193196,4
766193197,1
766193198,1
766193199,0
766193200,1
766193201,1
766193202,4
766193203,4
766193204,4
766193205,1
766193206,1
766193207,1
766193208,4
766193209,1
766193210,4
766193211,1
766193212,1
766193213,1
766193214,1
766193215,4
766193216,2
766193217,4
766193218,4
766193219,1
766193220,1
766193221,1
766193222,1
766193223,1
766193224,1
766193225,1
766193226,4
766193227,1
766193228,1
766193229,1
766193230,1
766193231,4
766193232,4
766193233,4
766193234,4
766193235,4
766193236,1
766193237,4
766193238,4
766193239,1
766193240,1
766193241,1
766193242,1
766193243,4
766193244,4
766193245,1
766193246,1
766193247,1
766193248,1
766193249,1
766193250,1
766193251,4
766193252,4
766193253,1
766193254,4
766193255,4
766193256,1
766193257,1
766193258,1
766193259,4
766193260,1
766193261,1
766193262,1
766193263,4
766193264,1
766193265,2
766193266,4
766193267,1
766193268,4
766193269,1
766193270,1
766193271,4
766193272,1
766193273,1
766193274,1
766193275,5
766193276,1
766193277,4
766193278,1
766193279,4
766193280,4
766193281,4
766193282,1
766193283,4
766193284,1
766193285,4
766193286,2
766193287,1
766193288,1
766193289,4
766193290,1
766193291,4
766193292,1
766193293,1
766193294,1
766193295,4
766193296,1
766193297,1
766193298,1
766193299,1
766193300,1
766193301,1
766193302,1
766193303,1
766193304,1
766193305,1
766193306,4
766193307,4
766193308,4
766193309,1
766193310,1
766193311,1
766193312,4
766193313,4
766193314,1
766193315,1
766193316,1
766193317,4
766193318,1
766193319,1
766193320,1
766193321,1
766193322,1
766193323,1
766193324,1
766193325,1
766193326,4
766193327,4
766193328,1
766193329,1
766193330,4
766193331,4
766193332,1
766193333,4
766193334,1
766193335,1
766193336,1
766193337,1
766193338,4
766193339,1
766193340,1
766193341,1
766193342,1
766193343,1
766193344,1
766193345,1
766193346,1
766193347,1
766193348,1
766193349,1
766193350,1
766193351,1
766193352,1
766193353,1
766193354,1
766193355,1
766193356,1
766193357,1
766193358,1
766193359,4
766193360,1
766193361,4
766193362,1
766193363,4
766193364,1
766193365,1
766193366,1
766193367,1
766193368,4
766193369,1
766193370,4
766193371,1
766193372,1
766193373,1
766193374,0
766193375,4
766193376,1
766193377,1
766193378,1
766193379,1
766193380,1
766193381,4
766193382,2
766193383,4
766193384,4
766193385,1
766193386,1
766193387,4
766193388,1
766193389,1
766193390,1
766193391,1
766193392,1
766193393,4
766193394,1
766193395,1
766193396,4
766193397,1
766193398,4
766193399,1
766193400,1
766193401,1
766193402,1
766193403,0
766193404,4
766193405,1
766193406,1
766193407,4
766193408,1
766193409,4
766193410,1
766193411,1
766193412,4
766193413,1
766193414,4
766193415,2
766193416,1
766193417,1
766193418,1
766193419,1
766193420,1
766193421,1
766193422,1
766193423,1
766193424,1
766193425,1
766193426,4
766193427,1
766193428,4
766193429,4
766193430,4
766193431,1
766193432,1
766193433,1
766193434,1
766193435,1
766193436,1
766193437,2
766193438,2
766193439,1
766193440,1
766193441,1
766193442,1
766193443,1
766193444,1
766193445,4
766193446,1
766193447,1
766193448,4
766193449,1
766193450,0
766193451,1
766193452,1
766193453,1
766193454,1
766193455,1
766193456,1
766193457,1
766193458,1
766193459,1
766193460,1
766193461,1
766193462,1
766193463,1
766193464,1
766193465,4
766193466,1
766193467,1
766193468,1
766193469,4
766193470,4
766193471,2
766193472,1
766193473,4
766193474,1
766193475,6
766193476,1
766193477,1
766193478,4
766193479,1
766193480,1
766193481,1
766193482,1
766193483,1
766193484,1
766193485,4
766193486,4
766193487,4
766193488,1
766193489,1
766193490,1
766193491,1
766193492,1
766193493,1
766193494,1
766193495,1
766193496,1
766193497,1
766193498,1
766193499,1
766193500,1
766193501,1
766193502,4
766193503,4
766193504,4
766193505,1
766193506,1
766193507,1
766193508,1
766193509,1
766193510,4
766193511,1
766193512,1
766193513,2
766193514,4
766193515,4
766193516,1
766193517,1
766193518,1
766193519,1
766193520,1
766193521,1
766193522,1
766193523,1
766193524,4
766193525,1
766193526,1
766193527,1
766193528,1
766193529,1
766193530,1
766193531,1
766193532,1
766193533,1
766193534,4
766193535,4
766193536,1
766193537,1
766193538,1
766193539,1
766193540,1
766193541,1
766193542,1
766193543,1
766193544,1
766193545,4
766193546,1
766193547,1
766193548,1
766193549,1
766193550,1
766193551,1
766193552,1
766193553,6
766193554,1
766193555,1
766193556,1
766193557,1
766193558,1
766193559,1
766193560,1
766193561,1
766193562,1
766193563,1
766193564,1
766193565,1
766193566,1
766193567,1
766193568,1
766193569,1
766193570,1
766193571,4
766193572,1
766193573,1
766193574,4
766193575,1
766193576,1
766193577,4
766193578,1
766193579,1
766193580,1
766193581,1
766193582,1
766193583,4
766193584,1
766193585,1
766193586,1
766193587,1
766193588,1
766193589,1
766193590,0
766193591,4
766193592,0
766193593,1
766193594,4
766193595,1
766193596,1
766193597,4
766193598,1
766193599,4
766193600,1
766193601,4
766193602,1
766193603,1
766193604,1
766193605,1
766193606,1
766193607,1
766193608,1
766193609,1
766193610,1
766193611,1
766193612,1
766193613,1
766193614,1
766193615,1
766193616,1
766193617,1
766193618,1
766193619,1
766193620,4
766193621,1
766193622,1
766193623,1
766193624,1
766193625,1
766193626,1
766193627,1
766193628,4
766193629,1
766193630,1
766193631,1
766193632,1
766193633,1
766193634,1
766193635,4
766193636,1
766193637,2
766193638,1
766193639,1
766193640,1
766193641,4
766193642,1
766193643,1
766193644,1
766193645,1
766193646,1
766193647,1
766193648,2
766193649,4
766193650,1
766193651,2
766193652,1
766193653,4
766193654,4
766193655,1
766193656,4
766193657,1
766193658,1
766193659,1
766193660,1
766193661,1
766193662,1
766193663,1
766193664,1
766193665,4
766193666,1
766193667,4
766193668,1
766193669,1
766193670,4
766193671,1
766193672,4
766193673,1
766193674,1
766193675,1
766193676,1
766193677,1
766193678,1
766193679,1
766193680,1
766193681,4
766193682,1
766193683,4
766193684,4
766193685,1
766193686,1
766193687,1
766193688,1
766193689,1
766193690,1
766193691,1
766193692,1
766193693,1
766193694,3
766193695,1
766193696,1
766193697,1
766193698,1
766193699,4
766193700,2
766193701,1
766193702,1
766193703,1
766193704,1
766193705,1
766193706,1
766193707,4
766193708,1
766193709,1
766193710,1
766193711,3
766193712,1
766193713,1
766193714,1
766193715,1
766193716,4
766193717,1
766193718,4
766193719,4
766193720,1
766193721,1
766193722,1
766193723,1
766193724,1
766193725,1
766193726,1
766193727,4
766193728,1
766193729,1
766193730,1
766193731,2
766193732,1
766193733,1
766193734,1
766193735,1
766193736,1
766193737,1
766193738,1
766193739,4
766193740,4
766193741,1
766193742,1
766193743,1
766193744,1
766193745,1
766193746,1
766193747,3
766193748,1
766193749,4
766193750,4
766193751,4
766193752,3
766193753,1
766193754,1
766193755,1
766193756,1
766193757,1
766193758,1
766193759,4
766193760,1
766193761,4
766193762,1
766193763,4
766193764,4
766193765,1
766193766,1
766193767,4
766193768,1
766193769,1
766193770,1
766193771,1
766193772,4
766193773,1
766193774,4
766193775,1
766193776,1
766193777,4
766193778,1
766193779,1
766193780,1
766193781,1
766193782,1
766193783,1
766193784,4
766193785,0
766193786,1
766193787,4
766193788,1
766193789,1
766193790,1
766193791,4
766193792,1
766193793,4
766193794,1
766193795,4
766193796,1
766193797,4
766193798,1
766193799,3
766193800,1
766193801,1
766193802,1
766193803,1
766193804,1
766193805,4
766193806,1
766193807,1
766193808,4
766193809,1
766193810,1
766193811,1
766193812,1
766193813,1
766193814,1
766193815,1
766193816,1
766193817,1
766193818,1
766193819,1
766193820,1
766193821,4
766193822,1
766193823,1
766193824,4
766193825,1
766193826,4
766193827,1
766193828,1
766193829,1
766193830,4
766193831,4
766193832,1
766193833,1
766193834,1
766193835,1
766193836,4
766193837,0
766193838,1
766193839,1
766193840,5
766193841,1
766193842,1
766193843,1
766193844,1
766193845,1
766193846,1
766193847,1
766193848,1
766193849,1
766193850,1
766193851,1
766193852,4
766193853,4
766193854,4
766193855,1
766193856,1
766193857,1
766193858,1
766193859,4
766193860,1
766193861,1
766193862,1
766193863,1
766193864,1
766193865,1
766193866,4
766193867,4
766193868,4
766193869,1
766193870,1
766193871,4
766193872,1
766193873,4
766193874,1
766193875,1
766193876,1
766193877,4
766193878,1
766193879,1
766193880,1
766193881,1
766193882,1
766193883,1
766193884,1
766193885,1
766193886,1
766193887,1
766193888,2
766193889,1
766193890,1
766193891,1
766193892,1
766193893,1
766193894,1
766193895,1
766193896,2
766193897,1
766193898,1
766193899,4
766193900,4
766193901,1
766193902,1
766193903,1
766193904,1
766193905,1
766193906,4
766193907,1
766193908,1
766193909,1
766193910,1
766193911,1
766193912,1
766193913,1
766193914,1
766193915,4
766193916,1
766193917,1
766193918,1
766193919,1
766193920,4
766193921,1
766193922,1
766193923,1
766193924,1
766193925,1
766193926,1
766193927,1
766193928,1
766193929,1
766193930,1
766193931,1
766193932,2
766193933,1
766193934,1
766193935,1
766193936,4
766193937,1
766193938,1
766193939,1
766193940,1
766193941,1
766193942,1
766193943,1
766193944,1
766193945,1
766193946,1
766193947,1
766193948,1
766193949,4
766193950,1
766193951,0
766193952,4
766193953,1
766193954,1
766193955,1
766193956,2
766193957,1
766193958,1
766193959,1
766193960,1
766193961,1
766193962,1
766193963,1
766193964,1
766193965,4
766193966,1
766193967,1
766193968,1
766193969,1
766193970,1
766193971,1
766193972,1
766193973,1
766193974,1
766193975,1
766193976,1
766193977,4
766193978,1
766193979,4
766193980,1
766193981,1
766193982,1
766193983,2
766193984,4
766193985,1
766193986,1
766193987,1
766193988,4
766193989,1
766193990,3
766193991,1
766193992,1
766193993,1
766193994,1
766193995,1
766193996,1
766193997,1
766193998,4
766193999,1
766194000,4
766194001,1
766194002,1
766194003,1
766194004,1
766194005,1
766194006,1
766194007,1
766194008,1
766194009,1
766194010,1
766194011,1
766194012,1
766194013,4
766194014,1
766194015,1
766194016,1
766194017,1
766194018,1
766194019,4
766194020,1
766194021,4
766194022,4
766194023,1
766194024,4
766194025,4
766194026,4
766194027,1
766194028,1
766194029,1
766194030,1
766194031,2
766194032,1
766194033,1
766194034,1
766194035,1
766194036,4
766194037,4
766194038,4
766194039,1
766194040,4
766194041,4
766194042,4
766194043,1
766194044,1
766194045,1
766194046,2
766194047,1
766194048,1
766194049,1
766194050,1
766194051,1
766194052,1
766194053,1
766194054,1
766194055,4
766194056,1
766194057,4
766194058,1
766194059,4
766194060,1
766194061,1
766194062,1
766194063,4
766194064,1
766194065,1
766194066,4
766194067,1
766194068,1
766194069,1
766194070,4
766194071,1
766194072,1
766194073,1
766194074,1
766194075,4
766194076,4
766194077,4
766194078,1
766194079,4
766194080,1
766194081,1
766194082,1
766194083,4
766194084,4
766194085,1
766194086,1
766194087,4
766194088,1
766194089,2
766194090,1
766194091,1
766194092,1
766194093,1
766194094,4
766194095,1
766194096,4
766194097,1
766194098,1
766194099,1
766194100,4
766194101,4
766194102,1
766194103,1
766194104,1
766194105,4
766194106,1
766194107,4
766194108,1
766194109,1
766194110,4
766194111,1
766194112,2
766194113,1
766194114,4
766194115,3
766194116,4
766194117,1
766194118,1
766194119,1
766194120,4
766194121,1
766194122,1
766194123,6
766194124,1
766194125,4
766194126,1
766194127,1
766194128,1
766194129,4
766194130,4
766194131,1
766194132,4
766194133,1
766194134,4
766194135,1
766194136,1
766194137,1
766194138,1
766194139,4
766194140,1
766194141,1
766194142,1
766194143,2
766194144,1
766194145,1
766194146,3
766194147,1
766194148,1
766194149,1
766194150,1
766194151,4
766194152,2
766194153,1
766194154,4
766194155,1
766194156,1
766194157,1
766194158,1
766194159,1
766194160,4
766194161,1
766194162,1
766194163,2
766194164,1
766194165,1
766194166,4
766194167,1
766194168,1
766194169,1
766194170,1
766194171,1
766194172,4
766194173,1
766194174,1
766194175,4
766194176,4
766194177,1
766194178,1
766194179,1
766194180,1
766194181,4
766194182,1
766194183,1
766194184,1
766194185,1
766194186,1
766194187,1
766194188,1
766194189,1
766194190,1
766194191,1
766194192,1
766194193,1
766194194,1
766194195,1
766194196,1
766194197,2
766194198,4
766194199,1
766194200,1
766194201,1
766194202,2
766194203,1
766194204,1
766194205,4
766194206,1
766194207,4
766194208,4
766194209,1
766194210,1
766194211,1
766194212,0
766194213,1
766194214,4
766194215,1
766194216,1
766194217,1
766194218,1
766194219,1
766194220,1
766194221,1
766194222,1
766194223,1
766194224,4
766194225,1
766194226,1
766194227,1
766194228,1
766194229,4
766194230,1
766194231,1
766194232,1
766194233,1
766194234,4
766194235,1
766194236,1
766194237,4
766194238,1
766194239,1
766194240,1
766194241,4
766194242,4
766194243,1
766194244,4
766194245,1
766194246,1
766194247,1
766194248,1
766194249,1
766194250,4
766194251,4
766194252,1
766194253,4
766194254,1
766194255,1
766194256,1
766194257,1
766194258,1
766194259,1
766194260,1
766194261,1
766194262,4
766194263,1
766194264,4
766194265,4
766194266,1
766194267,1
766194268,1
766194269,0
766194270,1
766194271,4
766194272,1
766194273,1
766194274,1
766194275,1
766194276,4
766194277,1
766194278,1
766194279,3
766194280,4
766194281,1
766194282,1
766194283,1
766194284,1
766194285,1
766194286,1
766194287,1
766194288,1
766194289,0
766194290,1
766194291,1
766194292,1
766194293,4
766194294,1
766194295,1
766194296,1
766194297,3
766194298,1
766194299,1
766194300,4
766194301,1
766194302,1
766194303,1
766194304,1
766194305,1
766194306,1
766194307,1
766194308,1
766194309,1
766194310,1
766194311,4
766194312,1
766194313,1
766194314,1
766194315,1
766194316,4
766194317,1
766194318,1
766194319,1
766194320,1
766194321,1
766194322,1
766194323,4
766194324,1
766194325,1
766194326,1
766194327,1
766194328,4
766194329,1
766194330,1
766194331,1
766194332,1
766194333,1
766194334,1
766194335,1
766194336,1
766194337,2
766194338,1
766194339,4
766194340,1
766194341,4
766194342,1
766194343,1
766194344,4
766194345,1
766194346,1
766194347,1
766194348,1
766194349,1
766194350,1
766194351,1
766194352,1
766194353,4
766194354,1
766194355,1
766194356,4
766194357,4
766194358,1
766194359,4
766194360,1
766194361,1
766194362,1
766194363,1
766194364,1
766194365,1
766194366,1
766194367,4
766194368,1
766194369,1
766194370,1
766194371,1
766194372,1
766194373,4
766194374,4
766194375,4
766194376,1
766194377,1
766194378,1
766194379,1
766194380,1
766194381,1
766194382,1
766194383,1
766194384,4
766194386,4
766194387,4
766194388,1
766194389,4
766194390,1
766194391,1
766194392,1
766194393,1
766194394,1
766194395,1
766194396,1
766194397,1
766194398,1
766194399,4
766194400,1
766194401,1
766194402,1
766194403,1
766194404,1
766194405,4
766194406,4
766194407,1
766194408,1
766194409,1
766194410,1
766194411,1
766194412,1
766194413,1
766194414,1
766194415,4
766194416,4
766194417,1
766194418,1
766194419,1
766194420,1
766194421,1
766194422,1
766194423,4
766194424,1
766194425,1
766194426,1
766194427,4
766194428,1
766194429,1
766194430,1
766194431,4
766194432,1
766194433,1
766194434,4
766194435,1
766194436,1
766194437,1
766194438,4
766194439,1
766194440,4
766194441,1
766194442,1
766194443,1
766194444,4
766194445,1
766194446,1
766194447,1
766194448,4
766194449,1
766194450,1
766194451,1
766194452,1
766194453,1
766194454,1
766194455,1
766194456,1
766194457,1
766194458,1
766194459,1
766194460,1
766194461,1
766194462,1
766194463,4
766194464,4
766194465,6
766194466,1
766194467,1
766194468,1
766194469,1
766194470,4
766194471,1
766194472,4
766194473,4
766194474,4
766194475,4
766194476,4
766194477,1
766194478,1
766194479,1
766194480,1
766194481,4
766194482,1
766194483,1
766194484,4
766194485,1
766194486,1
766194487,1
766194488,1
766194489,1
766194490,1
766194491,1
766194492,1
766194493,1
766194494,4
766194495,1
766194496,2
766194497,1
766194498,3
766194499,1
766194500,4
766194501,1
766194502,4
766194503,1
766194504,4
766194505,1
766194506,1
766194507,4
766194508,1
766194509,1
766194510,1
766194511,4
766194512,1
766194513,4
766194514,1
766194515,1
766194516,4
766194517,1
766194518,1
766194519,1
766194520,1
766194521,1
766194522,1
766194523,1
766194524,4
766194525,1
766194526,1
766194527,4
766194528,1
766194529,1
766194530,1
766194531,4
766194532,1
766194533,1
766194534,4
766194535,4
766194536,1
766194537,1
766194538,1
766194539,1
766194540,1
766194541,1
766194542,1
766194543,1
766194544,1
766194545,1
766194546,1
766194547,1
766194548,4
766194549,1
766194550,1
766194551,1
766194552,1
766194553,1
766194554,1
766194555,1
766194556,1
766194557,4
766194558,5
766194559,1
766194560,1
766194561,4
766194562,1
766194563,1
766194564,1
766194565,1
766194566,1
766194567,1
766194568,1
766194569,4
766194570,1
766194571,4
766194572,2
766194573,1
766194574,1
766194575,1
766194576,1
766194577,1
766194578,4
766194579,1
766194580,1
766194581,2
766194582,1
766194583,1
766194584,1
766194585,2
766194586,1
766194587,4
766194588,1
766194589,1
766194590,2
766194591,1
766194592,1
766194593,2
766194594,4
766194595,2
766194596,1
766194597,1
766194598,1
766194599,1
766194600,4
766194601,4
766194602,1
766194603,1
766194604,4
766194605,1
766194606,1
766194607,1
766194608,1
766194609,1
766194610,4
766194611,1
766194612,1
766194613,4
766194614,1
766194615,4
766194616,1
766194617,0
766194618,1
766194619,1
766194620,1
766194621,1
766194622,1
766194623,4
766194624,4
766194625,2
766194626,1
766194627,4
766194628,1
766194629,1
766194630,1
766194631,6
766194632,2
766194633,1
766194634,1
766194635,1
766194636,4
766194637,1
766194638,1
766194639,1
766194640,1
766194641,1
766194642,1
766194643,1
766194644,1
766194645,1
766194646,2
766194647,2
766194648,1
766194649,4
766194650,1
766194651,4
766194652,1
766194653,1
766194654,1
766194655,4
766194656,1
766194657,1
766194658,1
766194659,0
766194660,1
766194661,1
766194662,1
766194663,4
766194664,1
766194665,1
766194666,4
766194667,1
766194668,4
766194669,1
766194670,1
766194671,1
766194672,2
766194673,4
766194674,1
766194675,1
766194676,4
766194677,4
766194678,4
766194679,1
766194680,1
766194681,1
766194682,1
766194683,1
766194684,1
766194685,1
766194686,2
766194687,4
766194688,4
766194689,2
766194690,1
766194691,4
766194692,1
766194693,4
766194694,1
766194695,1
766194696,1
766194697,4
766194698,4
766194699,4
766194700,1
766194701,1
766194702,2
766194703,4
766194704,1
766194705,1
766194706,1
766194707,4
766194708,1
766194709,1
766194710,1
766194711,1
766194712,4
766194713,1
766194714,4
766194715,1
766194716,1
766194717,1
766194718,1
766194719,1
766194720,1
766194721,1
766194722,1
766194723,1
766194724,1
766194725,2
766194726,1
766194727,1
766194728,1
766194729,1
766194730,1
766194731,1
766194732,1
766194733,4
766194734,1
766194735,1
766194736,1
766194737,1
766194738,1
766194739,0
766194740,1
766194741,4
766194742,1
766194743,4
766194744,0
766194745,1
766194746,1
766194747,5
766194748,1
766194749,1
766194750,4
766194751,1
766194752,1
766194753,1
766194754,4
766194755,1
766194756,1
766194757,1
766194758,4
766194759,1
766194760,1
766194761,1
766194762,1
766194763,1
766194764,1
766194765,1
766194766,1
766194767,1
766194768,4
766194769,1
766194770,4
766194771,1
766194772,1
766194773,2
766194774,1
766194775,1
766194776,1
766194777,1
766194778,1
766194779,4
766194780,4
766194781,4
766194782,1
766194783,1
766194784,2
766194785,1
766194786,1
766194787,1
766194788,1
766194789,1
766194790,4
766194791,1
766194792,1
766194793,4
766194794,1
766194795,4
766194796,1
766194797,4
766194798,1
766194799,4
766194800,1
766194801,3
766194802,2
766194803,1
766194804,1
766194805,4
766194806,1
766194807,4
766194808,1
766194809,1
766194810,1
766194811,1
766194812,1
766194813,1
766194814,4
766194815,1
