ID,Cluster
766193013,0
766193014,0
766193015,0
766193016,0
766193017,0
766193018,0
766193019,0
766193020,0
766193021,0
766193022,0
766193023,0
766193024,0
766193025,0
766193026,0
766193027,0
766193028,0
766193029,0
766193030,0
766193031,0
766193032,0
766193033,0
766193034,0
766193035,0
766193036,0
766193037,0
766193038,0
766193039,0
766193040,0
766193041,0
766193042,0
766193043,0
766193044,0
766193045,0
766193046,0
766193047,0
766193048,0
766193049,0
766193050,0
766193051,0
766193052,0
766193053,0
766193054,0
766193055,0
766193056,0
766193057,0
766193058,0
766193059,0
766193060,0
766193061,0
766193062,0
766193063,0
766193064,0
766193065,0
766193066,0
766193067,0
766193068,0
766193069,0
766193070,0
766193071,0
766193072,0
766193073,0
766193074,0
766193075,0
766193076,0
766193077,0
766193078,0
766193079,0
766193080,0
766193081,0
766193082,0
766193083,0
766193084,0
766193085,0
766193086,0
766193087,0
766193088,0
766193089,0
766193090,0
766193091,0
766193092,0
766193093,0
766193094,0
766193095,0
766193096,0
766193097,0
766193098,0
766193099,0
766193100,0
766193101,0
766193102,0
766193103,0
766193104,0
766193105,0
766193106,0
766193107,0
766193108,0
766193109,0
766193110,0
766193111,0
766193112,0
766193113,0
766193114,0
766193115,0
766193116,0
766193117,0
766193118,0
766193119,0
766193120,0
766193121,0
766193122,0
766193123,0
766193124,0
766193125,0
766193126,0
766193127,0
766193128,0
766193129,0
766193130,0
766193131,0
766193132,0
766193133,0
766193134,0
766193135,0
766193136,0
766193137,0
766193138,0
766193139,0
766193140,0
766193141,0
766193142,0
766193143,0
766193144,0
766193145,0
766193146,0
766193147,0
766193148,0
766193149,0
766193150,0
766193151,0
766193152,0
766193153,0
766193154,0
766193155,0
766193156,0
766193157,0
766193158,0
766193159,0
766193160,0
766193161,0
766193162,0
766193163,0
766193164,0
766193165,0
766193166,0
766193167,0
766193168,0
766193169,0
766193170,0
766193171,0
766193172,0
766193173,0
766193174,0
766193175,0
766193176,0
766193177,0
766193178,0
766193179,0
766193180,0
766193181,0
766193182,0
766193183,0
766193184,0
766193185,0
766193186,0
766193187,0
766193188,0
766193189,0
766193190,0
766193191,0
766193192,0
766193193,0
766193194,0
766193195,0
766193196,0
766193197,0
766193198,0
766193199,0
766193200,0
766193201,0
766193202,0
766193203,0
766193204,0
766193205,0
766193206,0
766193207,0
766193208,0
766193209,0
766193210,0
766193211,0
766193212,0
766193213,0
766193214,0
766193215,0
766193216,0
766193217,0
766193218,0
766193219,0
766193220,0
766193221,0
766193222,0
766193223,0
766193224,0
766193225,0
766193226,0
766193227,0
766193228,0
766193229,0
766193230,0
766193231,0
766193232,0
766193233,0
766193234,0
766193235,0
766193236,0
766193237,0
766193238,0
766193239,0
766193240,0
766193241,0
766193242,0
766193243,0
766193244,0
766193245,0
766193246,0
766193247,0
766193248,0
766193249,0
766193250,0
766193251,0
766193252,0
766193253,0
766193254,0
766193255,0
766193256,0
766193257,0
766193258,0
766193259,0
766193260,0
766193261,0
766193262,0
766193263,0
766193264,0
766193265,0
766193266,0
766193267,0
766193268,0
766193269,0
766193270,0
766193271,0
766193272,0
766193273,0
766193274,0
766193275,0
766193276,0
766193277,0
766193278,0
766193279,0
766193280,0
766193281,0
766193282,0
766193283,0
766193284,0
766193285,0
766193286,0
766193287,0
766193288,0
766193289,0
766193290,0
766193291,0
766193292,0
766193293,0
766193294,0
766193295,0
766193296,0
766193297,0
766193298,0
766193299,0
766193300,0
766193301,0
766193302,0
766193303,0
766193304,0
766193305,0
766193306,0
766193307,0
766193308,0
766193309,0
766193310,0
766193311,0
766193312,0
766193313,0
766193314,0
766193315,0
766193316,0
766193317,0
766193318,0
766193319,0
766193320,0
766193321,0
766193322,0
766193323,0
766193324,0
766193325,0
766193326,0
766193327,0
766193328,0
766193329,0
766193330,0
766193331,0
766193332,0
766193333,0
766193334,0
766193335,0
766193336,0
766193337,0
766193338,0
766193339,0
766193340,0
766193341,0
766193342,0
766193343,0
766193344,0
766193345,0
766193346,0
766193347,0
766193348,0
766193349,0
766193350,0
766193351,0
766193352,0
766193353,0
766193354,0
766193355,0
766193356,0
766193357,0
766193358,0
766193359,0
766193360,0
766193361,0
766193362,0
766193363,0
766193364,0
766193365,0
766193366,0
766193367,0
766193368,0
766193369,0
766193370,0
766193371,0
766193372,0
766193373,0
766193374,0
766193375,0
766193376,0
766193377,0
766193378,0
766193379,0
766193380,0
766193381,0
766193382,0
766193383,0
766193384,0
766193385,0
766193386,0
766193387,0
766193388,0
766193389,0
766193390,0
766193391,0
766193392,0
766193393,0
766193394,0
766193395,0
766193396,0
766193397,0
766193398,0
766193399,0
766193400,0
766193401,0
766193402,0
766193403,0
766193404,0
766193405,0
766193406,0
766193407,0
766193408,0
766193409,0
766193410,0
766193411,0
766193412,0
766193413,0
766193414,0
766193415,0
766193416,0
766193417,0
766193418,0
766193419,0
766193420,0
766193421,0
766193422,0
766193423,0
766193424,0
766193425,0
766193426,0
766193427,0
766193428,0
766193429,0
766193430,0
766193431,0
766193432,0
766193433,0
766193434,0
766193435,0
766193436,0
766193437,0
766193438,0
766193439,0
766193440,0
766193441,0
766193442,0
766193443,0
766193444,0
766193445,0
766193446,0
766193447,0
766193448,0
766193449,0
766193450,0
766193451,0
766193452,0
766193453,0
766193454,0
766193455,0
766193456,0
766193457,0
766193458,0
766193459,0
766193460,0
766193461,0
766193462,0
766193463,0
766193464,0
766193465,0
766193466,0
766193467,0
766193468,0
766193469,0
766193470,0
766193471,0
766193472,0
766193473,0
766193474,0
766193475,0
766193476,0
766193477,0
766193478,0
766193479,0
766193480,0
766193481,0
766193482,0
766193483,0
766193484,0
766193485,0
766193486,0
766193487,0
766193488,0
766193489,0
766193490,0
766193491,0
766193492,0
766193493,0
766193494,0
766193495,0
766193496,0
766193497,0
766193498,0
766193499,0
766193500,0
766193501,0
766193502,0
766193503,0
766193504,0
766193505,0
766193506,0
766193507,0
766193508,0
766193509,0
766193510,0
766193511,0
766193512,0
766193513,0
766193514,0
766193515,0
766193516,0
766193517,0
766193518,0
766193519,0
766193520,0
766193521,0
766193522,0
766193523,0
766193524,0
766193525,0
766193526,0
766193527,0
766193528,0
766193529,0
766193530,0
766193531,0
766193532,0
766193533,0
766193534,0
766193535,0
766193536,0
766193537,0
766193538,0
766193539,0
766193540,0
766193541,0
766193542,0
766193543,0
766193544,0
766193545,0
766193546,0
766193547,0
766193548,0
766193549,0
766193550,0
766193551,0
766193552,0
766193553,0
766193554,0
766193555,0
766193556,0
766193557,0
766193558,0
766193559,0
766193560,0
766193561,0
766193562,0
766193563,0
766193564,0
766193565,0
766193566,0
766193567,0
766193568,0
766193569,0
766193570,0
766193571,0
766193572,0
766193573,0
766193574,0
766193575,0
766193576,0
766193577,0
766193578,0
766193579,0
766193580,0
766193581,0
766193582,0
766193583,0
766193584,0
766193585,0
766193586,0
766193587,0
766193588,0
766193589,0
766193590,0
766193591,0
766193592,0
766193593,0
766193594,0
766193595,0
766193596,0
766193597,0
766193598,0
766193599,0
766193600,0
766193601,0
766193602,0
766193603,0
766193604,0
766193605,0
766193606,0
766193607,0
766193608,0
766193609,0
766193610,0
766193611,0
766193612,0
766193613,0
766193614,0
766193615,0
766193616,0
766193617,0
766193618,0
766193619,0
766193620,0
766193621,0
766193622,0
766193623,0
766193624,0
766193625,0
766193626,0
766193627,0
766193628,0
766193629,0
766193630,0
766193631,0
766193632,0
766193633,0
766193634,0
766193635,0
766193636,0
766193637,0
766193638,0
766193639,0
766193640,0
766193641,0
766193642,0
766193643,0
766193644,0
766193645,0
766193646,0
766193647,0
766193648,0
766193649,0
766193650,0
766193651,0
766193652,0
766193653,0
766193654,0
766193655,0
766193656,0
766193657,0
766193658,0
766193659,0
766193660,0
766193661,0
766193662,0
766193663,0
766193664,0
766193665,0
766193666,0
766193667,0
766193668,0
766193669,0
766193670,0
766193671,0
766193672,0
766193673,0
766193674,0
766193675,0
766193676,0
766193677,0
766193678,0
766193679,0
766193680,0
766193681,0
766193682,0
766193683,0
766193684,0
766193685,0
766193686,0
766193687,0
766193688,0
766193689,0
766193690,0
766193691,0
766193692,0
766193693,0
766193694,0
766193695,0
766193696,0
766193697,0
766193698,0
766193699,0
766193700,0
766193701,0
766193702,0
766193703,0
766193704,0
766193705,0
766193706,0
766193707,0
766193708,0
766193709,0
766193710,0
766193711,0
766193712,0
766193713,0
766193714,0
766193715,0
766193716,0
766193717,0
766193718,0
766193719,0
766193720,0
766193721,0
766193722,0
766193723,0
766193724,0
766193725,0
766193726,0
766193727,0
766193728,0
766193729,0
766193730,0
766193731,0
766193732,0
766193733,0
766193734,0
766193735,0
766193736,0
766193737,0
766193738,0
766193739,0
766193740,0
766193741,0
766193742,0
766193743,0
766193744,0
766193745,0
766193746,0
766193747,0
766193748,0
766193749,0
766193750,0
766193751,0
766193752,0
766193753,0
766193754,0
766193755,0
766193756,0
766193757,0
766193758,0
766193759,0
766193760,0
766193761,0
766193762,0
766193763,0
766193764,0
766193765,0
766193766,0
766193767,0
766193768,0
766193769,0
766193770,0
766193771,0
766193772,0
766193773,0
766193774,0
766193775,0
766193776,0
766193777,0
766193778,0
766193779,1
766193780,0
766193781,0
766193782,0
766193783,0
766193784,0
766193785,0
766193786,0
766193787,0
766193788,0
766193789,0
766193790,0
766193791,0
766193792,0
766193793,0
766193794,0
766193795,0
766193796,0
766193797,0
766193798,0
766193799,0
766193800,0
766193801,0
766193802,0
766193803,0
766193804,0
766193805,0
766193806,0
766193807,0
766193808,0
766193809,0
766193810,0
766193811,0
766193812,0
766193813,0
766193814,0
766193815,0
766193816,0
766193817,0
766193818,0
766193819,0
766193820,0
766193821,0
766193822,0
766193823,0
766193824,0
766193825,0
766193826,0
766193827,0
766193828,0
766193829,0
766193830,0
766193831,0
766193832,0
766193833,0
766193834,0
766193835,0
766193836,0
766193837,0
766193838,0
766193839,0
766193840,0
766193841,0
766193842,0
766193843,0
766193844,0
766193845,0
766193846,0
766193847,0
766193848,0
766193849,0
766193850,0
766193851,0
766193852,0
766193853,0
766193854,0
766193855,0
766193856,0
766193857,0
766193858,0
766193859,0
766193860,0
766193861,0
766193862,0
766193863,0
766193864,0
766193865,0
766193866,0
766193867,0
766193868,0
766193869,0
766193870,0
766193871,0
766193872,0
766193873,0
766193874,0
766193875,0
766193876,0
766193877,0
766193878,0
766193879,0
766193880,0
766193881,0
766193882,0
766193883,0
766193884,0
766193885,0
766193886,0
766193887,0
766193888,0
766193889,0
766193890,0
766193891,0
766193892,0
766193893,0
766193894,0
766193895,0
766193896,0
766193897,0
766193898,0
766193899,0
766193900,0
766193901,0
766193902,0
766193903,0
766193904,0
766193905,0
766193906,0
766193907,0
766193908,0
766193909,0
766193910,0
766193911,0
766193912,0
766193913,0
766193914,0
766193915,0
766193916,0
766193917,0
766193918,0
766193919,0
766193920,0
766193921,0
766193922,0
766193923,0
766193924,0
766193925,0
766193926,0
766193927,0
766193928,0
766193929,0
766193930,0
766193931,0
766193932,0
766193933,0
766193934,0
766193935,0
766193936,0
766193937,0
766193938,0
766193939,0
766193940,0
766193941,0
766193942,0
766193943,0
766193944,0
766193945,0
766193946,0
766193947,0
766193948,0
766193949,0
766193950,0
766193951,0
766193952,0
766193953,0
766193954,0
766193955,0
766193956,0
766193957,0
766193958,0
766193959,0
766193960,0
766193961,0
766193962,0
766193963,0
766193964,0
766193965,0
766193966,0
766193967,0
766193968,0
766193969,0
766193970,0
766193971,0
766193972,0
766193973,0
766193974,0
766193975,0
766193976,0
766193977,0
766193978,0
766193979,0
766193980,0
766193981,0
766193982,0
766193983,0
766193984,0
766193985,0
766193986,0
766193987,0
766193988,0
766193989,0
766193990,0
766193991,0
766193992,0
766193993,0
766193994,0
766193995,0
766193996,0
766193997,0
766193998,0
766193999,0
766194000,0
766194001,0
766194002,0
766194003,0
766194004,0
766194005,0
766194006,0
766194007,0
766194008,0
766194009,0
766194010,0
766194011,0
766194012,0
766194013,0
766194014,0
766194015,0
766194016,0
766194017,0
766194018,0
766194019,0
766194020,0
766194021,0
766194022,0
766194023,0
766194024,0
766194025,0
766194026,0
766194027,0
766194028,0
766194029,0
766194030,0
766194031,0
766194032,0
766194033,0
766194034,0
766194035,0
766194036,0
766194037,0
766194038,0
766194039,0
766194040,0
766194041,0
766194042,0
766194043,0
766194044,0
766194045,0
766194046,0
766194047,0
766194048,0
766194049,0
766194050,0
766194051,0
766194052,0
766194053,0
766194054,0
766194055,0
766194056,0
766194057,0
766194058,0
766194059,0
766194060,0
766194061,0
766194062,0
766194063,0
766194064,0
766194065,0
766194066,0
766194067,0
766194068,0
766194069,0
766194070,0
766194071,0
766194072,0
766194073,0
766194074,0
766194075,0
766194076,0
766194077,0
766194078,0
766194079,0
766194080,0
766194081,0
766194082,0
766194083,0
766194084,0
766194085,0
766194086,0
766194087,0
766194088,0
766194089,0
766194090,0
766194091,0
766194092,0
766194093,0
766194094,0
766194095,0
766194096,0
766194097,0
766194098,0
766194099,0
766194100,0
766194101,0
766194102,0
766194103,0
766194104,0
766194105,0
766194106,0
766194107,0
766194108,0
766194109,0
766194110,0
766194111,0
766194112,0
766194113,0
766194114,0
766194115,0
766194116,0
766194117,0
766194118,0
766194119,0
766194120,0
766194121,0
766194122,0
766194123,0
766194124,0
766194125,0
766194126,0
766194127,0
766194128,0
766194129,0
766194130,0
766194131,0
766194132,0
766194133,0
766194134,0
766194135,0
766194136,0
766194137,0
766194138,0
766194139,0
766194140,0
766194141,0
766194142,0
766194143,0
766194144,0
766194145,0
766194146,0
766194147,0
766194148,0
766194149,0
766194150,0
766194151,0
766194152,0
766194153,0
766194154,0
766194155,0
766194156,0
766194157,0
766194158,0
766194159,0
766194160,0
766194161,0
766194162,0
766194163,0
766194164,0
766194165,0
766194166,0
766194167,0
766194168,0
766194169,0
766194170,0
766194171,0
766194172,0
766194173,0
766194174,0
766194175,0
766194176,0
766194177,0
766194178,0
766194179,0
766194180,0
766194181,0
766194182,0
766194183,0
766194184,0
766194185,0
766194186,0
766194187,0
766194188,0
766194189,0
766194190,0
766194191,0
766194192,0
766194193,0
766194194,0
766194195,0
766194196,0
766194197,0
766194198,0
766194199,0
766194200,0
766194201,0
766194202,0
766194203,0
766194204,0
766194205,0
766194206,0
766194207,0
766194208,0
766194209,0
766194210,0
766194211,0
766194212,0
766194213,0
766194214,0
766194215,0
766194216,0
766194217,0
766194218,0
766194219,0
766194220,0
766194221,0
766194222,0
766194223,0
766194224,0
766194225,0
766194226,0
766194227,0
766194228,0
766194229,0
766194230,0
766194231,0
766194232,0
766194233,0
766194234,0
766194235,0
766194236,0
766194237,0
766194238,0
766194239,0
766194240,0
766194241,0
766194242,0
766194243,0
766194244,0
766194245,0
766194246,0
766194247,0
766194248,0
766194249,0
766194250,0
766194251,0
766194252,0
766194253,0
766194254,0
766194255,0
766194256,0
766194257,0
766194258,0
766194259,0
766194260,0
766194261,0
766194262,0
766194263,0
766194264,0
766194265,0
766194266,0
766194267,0
766194268,0
766194269,0
766194270,0
766194271,0
766194272,0
766194273,0
766194274,0
766194275,0
766194276,0
766194277,0
766194278,0
766194279,0
766194280,0
766194281,0
766194282,0
766194283,0
766194284,0
766194285,0
766194286,0
766194287,0
766194288,0
766194289,0
766194290,0
766194291,0
766194292,0
766194293,0
766194294,0
766194295,0
766194296,0
766194297,0
766194298,0
766194299,0
766194300,0
766194301,0
766194302,0
766194303,0
766194304,0
766194305,0
766194306,0
766194307,0
766194308,0
766194309,0
766194310,0
766194311,0
766194312,0
766194313,0
766194314,0
766194315,0
766194316,0
766194317,0
766194318,0
766194319,0
766194320,0
766194321,0
766194322,0
766194323,0
766194324,0
766194325,0
766194326,0
766194327,0
766194328,0
766194329,0
766194330,0
766194331,0
766194332,0
766194333,0
766194334,0
766194335,0
766194336,0
766194337,0
766194338,0
766194339,0
766194340,0
766194341,0
766194342,0
766194343,0
766194344,0
766194345,0
766194346,0
766194347,0
766194348,0
766194349,0
766194350,0
766194351,0
766194352,0
766194353,0
766194354,0
766194355,0
766194356,0
766194357,0
766194358,0
766194359,0
766194360,0
766194361,0
766194362,0
766194363,0
766194364,0
766194365,0
766194366,0
766194367,0
766194368,0
766194369,0
766194370,0
766194371,0
766194372,0
766194373,0
766194374,0
766194375,0
766194376,0
766194377,0
766194378,0
766194379,0
766194380,0
766194381,0
766194382,0
766194383,0
766194384,0
766194386,0
766194387,0
766194388,0
766194389,0
766194390,0
766194391,0
766194392,0
766194393,0
766194394,0
766194395,0
766194396,0
766194397,0
766194398,0
766194399,0
766194400,0
766194401,0
766194402,0
766194403,0
766194404,0
766194405,0
766194406,0
766194407,0
766194408,0
766194409,0
766194410,0
766194411,0
766194412,0
766194413,0
766194414,0
766194415,0
766194416,0
766194417,0
766194418,0
766194419,0
766194420,0
766194421,0
766194422,0
766194423,0
766194424,0
766194425,0
766194426,0
766194427,0
766194428,0
766194429,0
766194430,0
766194431,0
766194432,0
766194433,0
766194434,0
766194435,0
766194436,0
766194437,0
766194438,0
766194439,0
766194440,0
766194441,0
766194442,0
766194443,0
766194444,0
766194445,0
766194446,0
766194447,0
766194448,0
766194449,0
766194450,0
766194451,0
766194452,0
766194453,0
766194454,0
766194455,0
766194456,0
766194457,0
766194458,0
766194459,0
766194460,0
766194461,0
766194462,0
766194463,0
766194464,0
766194465,0
766194466,0
766194467,0
766194468,0
766194469,0
766194470,0
766194471,0
766194472,0
766194473,0
766194474,0
766194475,0
766194476,0
766194477,0
766194478,0
766194479,0
766194480,0
766194481,0
766194482,0
766194483,0
766194484,0
766194485,0
766194486,0
766194487,0
766194488,0
766194489,0
766194490,0
766194491,0
766194492,0
766194493,0
766194494,0
766194495,0
766194496,0
766194497,0
766194498,0
766194499,0
766194500,0
766194501,0
766194502,0
766194503,0
766194504,0
766194505,0
766194506,0
766194507,0
766194508,0
766194509,0
766194510,0
766194511,0
766194512,0
766194513,0
766194514,0
766194515,0
766194516,0
766194517,0
766194518,0
766194519,0
766194520,0
766194521,0
766194522,0
766194523,0
766194524,0
766194525,0
766194526,0
766194527,0
766194528,0
766194529,0
766194530,0
766194531,0
766194532,0
766194533,0
766194534,0
766194535,0
766194536,0
766194537,0
766194538,0
766194539,0
766194540,0
766194541,0
766194542,0
766194543,0
766194544,0
766194545,0
766194546,0
766194547,0
766194548,0
766194549,0
766194550,0
766194551,0
766194552,0
766194553,0
766194554,0
766194555,0
766194556,0
766194557,0
766194558,0
766194559,0
766194560,0
766194561,0
766194562,0
766194563,0
766194564,0
766194565,0
766194566,0
766194567,0
766194568,0
766194569,0
766194570,0
766194571,0
766194572,0
766194573,0
766194574,0
766194575,0
766194576,0
766194577,0
766194578,0
766194579,0
766194580,0
766194581,0
766194582,0
766194583,0
766194584,0
766194585,0
766194586,0
766194587,0
766194588,0
766194589,0
766194590,0
766194591,0
766194592,0
766194593,0
766194594,0
766194595,0
766194596,0
766194597,0
766194598,0
766194599,0
766194600,0
766194601,0
766194602,0
766194603,0
766194604,0
766194605,0
766194606,0
766194607,0
766194608,0
766194609,0
766194610,0
766194611,0
766194612,0
766194613,0
766194614,0
766194615,0
766194616,0
766194617,0
766194618,0
766194619,0
766194620,0
766194621,0
766194622,0
766194623,0
766194624,0
766194625,0
766194626,0
766194627,0
766194628,0
766194629,0
766194630,0
766194631,0
766194632,0
766194633,0
766194634,0
766194635,0
766194636,0
766194637,0
766194638,0
766194639,0
766194640,0
766194641,0
766194642,0
766194643,0
766194644,0
766194645,0
766194646,0
766194647,0
766194648,0
766194649,0
766194650,0
766194651,0
766194652,0
766194653,0
766194654,0
766194655,0
766194656,0
766194657,0
766194658,0
766194659,0
766194660,0
766194661,0
766194662,0
766194663,0
766194664,0
766194665,0
766194666,0
766194667,0
766194668,0
766194669,0
766194670,0
766194671,0
766194672,0
766194673,0
766194674,0
766194675,0
766194676,0
766194677,0
766194678,0
766194679,0
766194680,0
766194681,0
766194682,0
766194683,0
766194684,0
766194685,0
766194686,0
766194687,0
766194688,0
766194689,0
766194690,0
766194691,0
766194692,0
766194693,0
766194694,0
766194695,0
766194696,0
766194697,0
766194698,0
766194699,0
766194700,0
766194701,0
766194702,0
766194703,0
766194704,0
766194705,0
766194706,0
766194707,0
766194708,0
766194709,0
766194710,0
766194711,0
766194712,0
766194713,0
766194714,0
766194715,0
766194716,0
766194717,0
766194718,0
766194719,0
766194720,0
766194721,0
766194722,0
766194723,0
766194724,0
766194725,0
766194726,0
766194727,0
766194728,0
766194729,0
766194730,0
766194731,0
766194732,0
766194733,0
766194734,0
766194735,0
766194736,0
766194737,0
766194738,0
766194739,0
766194740,0
766194741,0
766194742,0
766194743,0
766194744,0
766194745,0
766194746,0
766194747,0
766194748,0
766194749,0
766194750,0
766194751,0
766194752,0
766194753,0
766194754,0
766194755,0
766194756,0
766194757,0
766194758,0
766194759,0
766194760,0
766194761,0
766194762,0
766194763,0
766194764,0
766194765,0
766194766,0
766194767,0
766194768,0
766194769,0
766194770,0
766194771,0
766194772,0
766194773,0
766194774,0
766194775,0
766194776,0
766194777,0
766194778,0
766194779,0
766194780,0
766194781,0
766194782,0
766194783,0
766194784,0
766194785,0
766194786,0
766194787,0
766194788,0
766194789,0
766194790,0
766194791,0
766194792,0
766194793,0
766194794,0
766194795,0
766194796,0
766194797,0
766194798,0
766194799,0
766194800,0
766194801,0
766194802,0
766194803,0
766194804,0
766194805,0
766194806,0
766194807,0
766194808,0
766194809,0
766194810,0
766194811,0
766194812,0
766194813,0
766194814,0
766194815,0
