ID,Cluster
766192818,2
766192819,2
766192820,2
766192821,2
766192822,3
766192823,2
766192824,2
766192825,2
766192826,2
766192827,2
766192828,3
766192829,3
766192830,3
766192831,3
766192832,3
766192833,3
766192834,3
766192835,3
766192836,2
766192837,2
766192838,3
766192839,2
766192840,2
766192841,0
766192842,0
766192843,2
766192844,2
766192845,2
766192846,2
766192847,2
766192848,3
766192849,2
766192850,3
766192851,3
766192852,0
766192853,3
766192854,3
766192855,2
766192856,3
766192857,3
766192858,2
766192859,3
766192860,3
766192861,2
766192862,3
766192863,2
766192864,3
766192865,2
766192866,2
766192867,2
766192868,3
766192869,2
766192870,2
766192871,2
766192872,3
766192873,2
766192874,3
766192875,3
766192876,3
766192877,0
766192878,2
766192879,2
766192880,3
766192881,2
766192882,3
766192883,0
766192884,2
766192885,2
766192886,2
766192887,2
766192888,2
766192889,3
766192890,5
766192891,2
766192892,3
766192893,2
766192894,2
766192895,3
766192896,2
766192897,2
766192898,2
766192899,2
766192900,0
766192901,2
766192902,3
766192903,2
766192904,2
766192905,2
766192906,3
766192907,2
766192908,2
766192909,2
766192910,2
766192911,3
766192912,2
766192913,3
766192914,2
766192915,2
766192916,3
766192917,2
766192918,2
766192919,2
766192920,2
766192921,2
766192922,2
766192923,3
766192924,3
766192925,2
766192926,3
766192927,2
766192928,2
766192929,2
766192930,3
766192931,2
766192932,2
766192933,2
766192934,2
766192935,3
766192936,2
766192937,3
766192938,3
766192939,2
766192940,2
766192941,0
766192942,2
766192943,2
766192944,2
766192945,2
766192946,2
766192947,3
766192948,2
766192949,2
766192950,3
766192951,3
766192952,3
766192953,3
766192954,3
766192955,3
766192956,2
766192957,3
766192958,3
766192959,2
766192960,2
766192961,3
766192962,2
766192963,2
766192964,2
766192965,2
766192966,2
766192967,5
766192968,2
766192969,3
766192970,3
766192971,2
766192972,0
766192973,2
766192974,2
766192975,2
766192976,2
766192977,2
766192978,2
766192979,2
766192980,2
766192981,2
766192982,2
766192983,3
766192984,2
766192985,2
766192986,2
766192987,3
766192988,2
766192989,2
766192990,2
766192991,3
766192992,3
766192993,2
766192994,3
766192995,2
766192996,3
766192997,2
766192998,2
766192999,2
766193000,3
766193001,2
766193002,0
766193003,2
766193004,3
766193005,3
766193006,2
766193007,0
766193008,2
766193009,3
766193010,2
766193011,3
766193012,2
766193013,3
766193014,2
766193015,2
766193016,4
766193017,2
766193018,2
766193019,2
766193020,3
766193021,2
766193022,3
766193023,2
766193024,2
766193025,2
766193026,3
766193027,3
766193028,2
766193029,3
766193030,4
766193031,3
766193032,2
766193033,2
766193034,2
766193035,2
766193036,3
766193037,3
766193038,3
766193039,3
766193040,3
766193041,2
766193042,2
766193043,4
766193044,2
766193045,2
766193046,2
766193047,3
766193048,2
766193049,3
766193050,3
766193051,2
766193052,2
766193053,4
766193054,2
766193055,0
766193056,3
766193057,3
766193058,0
766193059,3
766193060,3
766193061,4
766193062,2
766193063,3
766193064,2
766193065,2
766193066,2
766193067,4
766193068,2
766193069,0
766193070,2
766193071,3
766193072,2
766193073,3
766193074,2
766193075,0
766193076,2
766193077,2
766193078,2
766193079,2
766193080,3
766193081,2
766193082,1
766193083,2
766193084,2
766193085,2
766193086,2
766193087,2
766193088,3
766193089,4
766193090,2
766193091,4
766193092,3
766193093,3
766193094,2
766193095,2
766193096,2
766193097,3
766193098,2
766193099,2
766193100,3
766193101,3
766193102,3
766193103,2
766193104,2
766193105,2
766193106,0
766193107,3
766193108,2
766193109,2
766193110,2
766193111,3
766193112,4
766193113,2
766193114,2
766193115,2
766193116,2
766193117,2
766193118,3
766193119,2
766193120,2
766193121,2
766193122,2
766193123,3
766193124,3
766193125,2
766193126,0
766193127,2
766193128,2
766193129,2
766193130,2
766193131,3
766193132,2
766193133,2
766193134,2
766193135,2
766193136,2
766193137,3
766193138,0
766193139,3
766193140,2
766193141,3
766193142,2
766193143,3
766193144,2
766193145,3
766193146,3
766193147,3
766193148,0
766193149,2
766193150,2
766193151,3
766193152,2
766193153,3
766193154,3
766193155,2
766193156,2
766193157,3
766193158,2
766193159,2
766193160,2
766193161,2
766193162,3
766193163,3
766193164,3
766193165,2
766193166,3
766193167,2
766193168,2
766193169,3
766193170,2
766193171,0
766193172,3
766193173,2
766193174,2
766193175,3
766193176,2
766193177,2
766193178,3
766193179,2
766193180,4
766193181,2
766193182,3
766193183,2
766193184,2
766193185,0
766193186,3
766193187,2
766193188,3
766193189,2
766193190,2
766193191,2
766193192,3
766193193,2
766193194,2
766193195,2
766193196,2
766193197,2
766193198,2
766193199,2
766193200,4
766193201,2
766193202,2
766193203,2
766193204,2
766193205,2
766193206,2
766193207,3
766193208,2
766193209,2
766193210,1
766193211,2
766193212,2
766193213,2
766193214,2
766193215,3
766193216,2
766193217,3
766193218,1
766193219,2
766193220,3
766193221,3
766193222,2
766193223,3
766193224,2
766193225,2
766193226,0
766193227,0
766193228,3
766193229,2
766193230,2
766193231,3
766193232,2
766193233,3
766193234,3
766193235,2
766193236,3
766193237,2
766193238,3
766193239,0
766193240,2
766193241,2
766193242,2
766193243,0
766193244,2
766193245,3
766193246,3
766193247,3
766193248,2
766193249,3
766193250,2
766193251,3
766193252,2
766193253,2
766193254,2
766193255,3
766193256,2
766193257,2
766193258,3
766193259,2
766193260,2
766193261,3
766193262,3
766193263,2
766193264,3
766193265,2
766193266,3
766193267,2
766193268,2
766193269,2
766193270,2
766193271,2
766193272,2
766193273,2
766193274,2
766193275,4
766193276,2
766193277,3
766193278,2
766193279,3
766193280,3
766193281,2
766193282,2
766193283,1
766193284,3
766193285,3
766193286,1
766193287,2
766193288,2
766193289,2
766193290,3
766193291,3
766193292,3
766193293,2
766193294,2
766193295,3
766193296,2
766193297,2
766193298,3
766193299,2
766193300,2
766193301,2
766193302,2
766193303,2
766193304,2
766193305,4
766193306,3
766193307,2
766193308,2
766193309,2
766193310,2
766193311,3
766193312,3
766193313,2
766193314,2
766193315,3
766193316,2
766193317,1
766193318,3
766193319,2
766193320,2
766193321,3
766193322,0
766193323,3
766193324,2
766193325,2
766193326,2
766193327,2
766193328,2
766193329,2
766193330,2
766193331,2
766193332,2
766193333,3
766193334,2
766193335,0
766193336,3
766193337,2
766193338,3
766193339,2
766193340,2
766193341,2
766193342,2
766193343,0
766193344,2
766193345,2
766193346,2
766193347,3
766193348,3
766193349,3
766193350,2
766193351,3
766193352,2
766193353,0
766193354,2
766193355,2
766193356,2
766193357,2
766193358,2
766193359,2
766193360,3
766193361,3
766193362,2
766193363,3
766193364,2
766193365,2
766193366,3
766193367,2
766193368,4
766193369,2
766193370,2
766193371,2
766193372,3
766193373,2
766193374,2
766193375,1
766193376,3
766193377,0
766193378,2
766193379,2
766193380,2
766193381,2
766193382,2
766193383,2
766193384,2
766193385,2
766193386,3
766193387,3
766193388,2
766193389,0
766193390,3
766193391,3
766193392,3
766193393,2
766193394,2
766193395,2
766193396,5
766193397,2
766193398,2
766193399,3
766193400,2
766193401,2
766193402,3
766193403,2
766193404,3
766193405,3
766193406,2
766193407,3
766193408,2
766193409,2
766193410,3
766193411,3
766193412,2
766193413,2
766193414,2
766193415,2
766193416,3
766193417,2
766193418,3
766193419,3
766193420,2
766193421,2
766193422,2
766193423,2
766193424,3
766193425,2
766193426,2
766193427,2
766193428,2
766193429,2
766193430,2
766193431,2
766193432,2
766193433,3
766193434,2
766193435,2
766193436,3
766193437,2
766193438,2
766193439,3
766193440,2
766193441,2
766193442,3
766193443,2
766193444,3
766193445,2
766193446,3
766193447,2
766193448,2
766193449,2
766193450,2
766193451,2
766193452,2
766193453,3
766193454,3
766193455,3
766193456,3
766193457,2
766193458,2
766193459,2
766193460,2
766193461,2
766193462,2
766193463,3
766193464,3
766193465,2
766193466,3
766193467,2
766193468,2
766193469,3
766193470,2
766193471,2
766193472,3
766193473,2
766193474,2
766193475,3
766193476,2
766193477,0
766193478,2
766193479,2
766193480,2
766193481,2
766193482,3
766193483,2
766193484,2
766193485,2
766193486,2
766193487,2
766193488,2
766193489,2
766193490,2
766193491,2
766193492,2
766193493,3
766193494,2
766193495,2
766193496,3
766193497,3
766193498,2
766193499,2
766193500,2
766193501,3
766193502,2
766193503,2
766193504,2
766193505,2
766193506,2
766193507,2
766193508,3
766193509,2
766193510,3
766193511,2
766193512,2
766193513,2
766193514,3
766193515,2
766193516,3
766193517,2
766193518,2
766193519,2
766193520,2
766193521,3
766193522,3
766193523,3
766193524,2
766193525,2
766193526,3
766193527,0
766193528,3
766193529,2
766193530,2
766193531,2
766193532,2
766193533,3
766193534,2
766193535,2
766193536,2
766193537,2
766193538,2
766193539,2
766193540,3
766193541,3
766193542,3
766193543,2
766193544,2
766193545,2
766193546,2
766193547,3
766193548,3
766193549,3
766193550,2
766193551,2
766193552,2
766193553,2
766193554,2
766193555,2
766193556,2
766193557,2
766193558,3
766193559,3
766193560,3
766193561,2
766193562,2
766193563,0
766193564,3
766193565,3
766193566,0
766193567,2
766193568,3
766193569,2
766193570,3
766193571,2
766193572,2
766193573,3
766193574,3
766193575,0
766193576,2
766193577,3
766193578,3
766193579,2
766193580,2
766193581,2
766193582,2
766193583,3
766193584,3
766193585,2
766193586,2
766193587,2
766193588,3
766193589,4
766193590,2
766193591,2
766193592,2
766193593,2
766193594,2
766193595,3
766193596,3
766193597,2
766193598,2
766193599,2
766193600,2
766193601,2
766193602,3
766193603,3
766193604,3
766193605,2
766193606,3
766193607,2
766193608,3
766193609,3
766193610,3
766193611,2
766193612,3
766193613,3
766193614,3
766193615,3
766193616,3
766193617,2
766193618,3
766193619,2
766193620,2
766193621,3
766193622,3
766193623,0
766193624,0
766193625,3
766193626,5
766193627,2
766193628,2
766193629,2
766193630,3
766193631,2
766193632,2
766193633,2
766193634,2
766193635,2
766193636,3
766193637,2
766193638,2
766193639,2
766193640,3
766193641,3
766193642,3
766193643,2
766193644,3
766193645,2
766193646,3
766193647,2
766193648,2
766193649,3
766193650,3
766193651,2
766193652,2
766193653,2
766193654,3
766193655,3
766193656,2
766193657,0
766193658,3
766193659,1
766193660,2
766193661,3
766193662,2
766193663,2
766193664,2
766193665,3
766193666,2
766193667,2
766193668,2
766193669,3
766193670,2
766193671,3
766193672,2
766193673,2
766193674,2
766193675,2
766193676,3
766193677,0
766193678,2
766193679,3
766193680,2
766193681,2
766193682,3
766193683,2
766193684,3
766193685,2
766193686,2
766193687,3
766193688,2
766193689,2
766193690,2
766193691,2
766193692,3
766193693,3
766193694,2
766193695,3
766193696,3
766193697,2
766193698,2
766193699,3
766193700,4
766193701,2
766193702,2
766193703,2
766193704,3
766193705,2
766193706,2
766193707,0
766193708,2
766193709,3
766193710,2
766193711,3
766193712,2
766193713,2
766193714,2
766193715,2
766193716,2
766193717,2
766193718,3
766193719,2
766193720,2
766193721,1
766193722,2
766193723,3
766193724,2
766193725,0
766193726,2
766193727,3
766193728,2
766193729,2
766193730,3
766193731,2
766193732,0
766193733,2
766193734,3
766193735,2
766193736,3
766193737,0
766193738,2
766193739,2
766193740,3
766193741,4
766193742,2
766193743,2
766193744,4
766193745,2
766193746,2
766193747,3
766193748,2
766193749,2
766193750,2
766193751,2
766193752,3
766193753,2
766193754,2
766193755,2
766193756,2
766193757,3
766193758,2
766193759,2
766193760,2
766193761,2
766193762,3
766193763,3
766193764,2
766193765,2
766193766,2
766193767,3
766193768,2
766193769,2
766193770,2
766193771,2
766193772,4
766193773,3
766193774,3
766193775,3
766193776,3
766193777,2
766193778,3
766193779,3
766193780,2
766193781,2
766193782,2
766193783,2
766193784,3
766193785,2
766193786,2
766193787,2
766193788,0
766193789,3
766193790,2
766193791,2
766193792,2
766193793,2
766193794,2
766193795,2
766193796,2
766193797,1
766193798,4
766193799,3
766193800,3
766193801,2
766193802,2
766193803,2
766193804,0
766193805,2
766193806,2
766193807,3
766193808,2
766193809,2
766193810,3
766193811,2
766193812,2
766193813,2
766193814,3
766193815,2
766193816,2
766193817,2
766193818,3
766193819,2
766193820,2
766193821,2
766193822,0
766193823,2
766193824,3
766193825,2
766193826,2
766193827,2
766193828,2
766193829,2
766193830,3
766193831,3
766193832,2
766193833,2
766193834,2
766193835,2
766193836,2
766193837,2
766193838,2
766193839,3
766193840,0
766193841,3
766193842,3
766193843,2
766193844,2
766193845,3
766193846,3
766193847,2
766193848,2
766193849,2
766193850,2
766193851,2
766193852,3
766193853,2
766193854,2
766193855,3
766193856,3
766193857,3
766193858,3
766193859,2
766193860,2
766193861,3
766193862,3
766193863,2
766193864,2
766193865,1
766193866,2
766193867,2
766193868,3
766193869,2
766193870,2
766193871,2
766193872,2
766193873,3
766193874,2
766193875,2
766193876,3
766193877,3
766193878,2
766193879,3
766193880,2
766193881,3
766193882,3
766193883,3
766193884,2
766193885,3
766193886,3
766193887,2
766193888,2
766193889,3
766193890,3
766193891,2
766193892,3
766193893,2
766193894,2
766193895,2
766193896,2
766193897,3
766193898,3
766193899,2
766193900,2
766193901,2
766193902,2
766193903,3
766193904,2
766193905,2
766193906,2
766193907,0
766193908,3
766193909,0
766193910,2
766193911,2
766193912,2
766193913,2
766193914,3
766193915,2
766193916,2
766193917,3
766193918,2
766193919,2
766193920,2
766193921,3
766193922,0
766193923,2
766193924,3
766193925,3
766193926,3
766193927,2
766193928,2
766193929,0
766193930,3
766193931,3
766193932,0
766193933,3
766193934,2
766193935,2
766193936,2
766193937,2
766193938,3
766193939,2
766193940,3
766193941,2
766193942,2
766193943,2
766193944,2
766193945,2
766193946,2
766193947,3
766193948,0
766193949,2
766193950,3
766193951,2
766193952,2
766193953,3
766193954,3
766193955,2
766193956,2
766193957,2
766193958,2
766193959,3
766193960,2
766193961,1
766193962,2
766193963,3
766193964,2
766193965,2
766193966,2
766193967,3
766193968,2
766193969,2
766193970,2
766193971,2
766193972,2
766193973,3
766193974,2
766193975,3
766193976,2
766193977,2
766193978,2
766193979,3
766193980,2
766193981,3
766193982,3
766193983,2
766193984,3
766193985,2
766193986,5
766193987,2
766193988,2
766193989,2
766193990,3
766193991,2
766193992,2
766193993,0
766193994,2
766193995,2
766193996,2
766193997,2
766193998,2
766193999,2
766194000,2
766194001,2
766194002,3
766194003,2
766194004,2
766194005,2
766194006,3
766194007,2
766194008,1
766194009,2
766194010,3
766194011,2
766194012,2
766194013,2
766194014,2
766194015,2
766194016,2
766194017,2
766194018,2
766194019,3
766194020,2
766194021,3
766194022,3
766194023,2
766194024,2
766194025,3
766194026,2
766194027,2
766194028,2
766194029,0
766194030,2
766194031,3
766194032,0
766194033,2
766194034,2
766194035,2
766194036,2
766194037,2
766194038,3
766194039,2
766194040,2
766194041,2
766194042,3
766194043,2
766194044,2
766194045,3
766194046,2
766194047,0
766194048,2
766194049,3
766194050,3
766194051,3
766194052,2
766194053,2
766194054,2
766194055,2
766194056,2
766194057,2
766194058,2
766194059,3
766194060,2
766194061,2
766194062,3
766194063,3
766194064,2
766194065,2
766194066,3
766194067,2
766194068,3
766194069,2
766194070,3
766194071,3
766194072,1
766194073,2
766194074,2
766194075,2
766194076,3
766194077,3
766194078,3
766194079,1
766194080,3
766194081,3
766194082,2
766194083,2
766194084,3
766194085,2
766194086,2
766194087,3
766194088,2
766194089,3
766194090,2
766194091,2
766194092,2
766194093,2
766194094,3
766194095,2
766194096,2
766194097,2
766194098,0
766194099,0
766194100,2
766194101,2
766194102,2
766194103,2
766194104,2
766194105,2
766194106,3
766194107,2
766194108,3
766194109,2
766194110,3
766194111,2
766194112,2
766194113,2
766194114,2
766194115,3
766194116,2
766194117,2
766194118,3
766194119,2
766194120,2
766194121,2
766194122,2
766194123,2
766194124,0
766194125,2
766194126,3
766194127,3
766194128,3
766194129,2
766194130,3
766194131,3
766194132,2
766194133,0
766194134,2
766194135,3
766194136,2
766194137,3
766194138,2
766194139,2
766194140,2
766194141,2
766194142,2
766194143,2
766194144,3
766194145,2
766194146,3
766194147,3
766194148,2
766194149,0
766194150,3
766194151,2
766194152,2
766194153,2
766194154,2
766194155,3
766194156,3
766194157,2
766194158,0
766194159,3
766194160,3
766194161,2
766194162,2
766194163,2
766194164,3
766194165,3
766194166,3
766194167,2
766194168,2
766194169,3
766194170,2
766194171,2
766194172,2
766194173,4
766194174,0
766194175,3
766194176,3
766194177,2
766194178,3
766194179,3
766194180,2
766194181,2
766194182,3
766194183,2
766194184,2
766194185,1
766194186,2
766194187,3
766194188,2
766194189,3
766194190,3
766194191,3
766194192,2
766194193,2
766194194,3
766194195,2
766194196,2
766194197,4
766194198,2
766194199,1
766194200,2
766194201,2
766194202,3
766194203,2
766194204,2
766194205,2
766194206,2
766194207,2
766194208,2
766194209,3
766194210,2
766194211,2
766194212,2
766194213,2
766194214,3
766194215,2
766194216,3
766194217,2
766194218,2
766194219,3
766194220,2
766194221,2
766194222,3
766194223,2
766194224,3
766194225,2
766194226,0
766194227,2
766194228,3
766194229,3
766194230,3
766194231,3
766194232,2
766194233,3
766194234,3
766194235,2
766194236,3
766194237,3
766194238,1
766194239,2
766194240,2
766194241,3
766194242,2
766194243,3
766194244,0
766194245,2
766194246,2
766194247,2
766194248,2
766194249,2
766194250,2
766194251,2
766194252,2
766194253,3
766194254,2
766194255,2
766194256,2
766194257,3
766194258,2
766194259,2
766194260,2
766194261,3
766194262,3
766194263,2
766194264,3
766194265,2
766194266,2
766194267,3
766194268,3
766194269,2
766194270,2
766194271,0
766194272,3
766194273,3
766194274,3
766194275,2
766194276,2
766194277,2
766194278,2
766194279,3
766194280,3
766194281,2
766194282,3
766194283,2
766194284,2
766194285,2
766194286,3
766194287,2
766194288,3
766194289,3
766194290,3
766194291,2
766194292,2
766194293,3
766194294,3
766194295,0
766194296,3
766194297,3
766194298,3
766194299,2
766194300,3
766194301,3
766194302,2
766194303,2
766194304,0
766194305,2
766194306,2
766194307,2
766194308,2
766194309,2
766194310,3
766194311,3
766194312,2
766194313,2
766194314,3
766194315,1
766194316,2
766194317,3
766194318,2
766194319,2
766194320,2
766194321,2
766194322,0
766194323,1
766194324,2
766194325,2
766194326,2
766194327,2
766194328,3
766194329,2
766194330,2
766194331,3
766194332,1
766194333,2
766194334,2
766194335,2
766194336,2
766194337,2
766194338,2
766194339,2
766194340,2
766194341,2
766194342,2
766194343,2
766194344,3
766194345,2
766194346,2
766194347,3
766194348,3
766194349,3
766194350,2
766194351,2
766194352,3
766194353,3
766194354,3
766194355,2
766194356,2
766194357,3
766194358,2
766194359,2
766194360,3
766194361,3
766194362,0
766194363,2
766194364,3
766194365,2
766194366,3
766194367,2
766194368,3
766194369,2
766194370,3
766194371,2
766194372,0
766194373,3
766194374,3
766194375,2
766194376,2
766194377,2
766194378,2
766194379,3
766194380,3
766194381,2
766194382,2
766194383,2
766194384,2
766194386,3
766194387,2
766194388,0
766194389,2
766194390,2
766194391,0
766194392,2
766194393,3
766194394,3
766194395,2
766194396,3
766194397,2
766194398,3
766194399,2
766194400,3
766194401,3
766194402,2
766194403,3
766194404,2
766194405,3
766194406,2
766194407,3
766194408,2
766194409,2
766194410,2
766194411,2
766194412,2
766194413,2
766194414,2
766194415,2
766194416,1
766194417,3
766194418,2
766194419,3
766194420,3
766194421,2
766194422,3
766194423,2
766194424,3
766194425,2
766194426,4
766194427,2
766194428,2
766194429,2
766194430,2
766194431,2
766194432,2
766194433,2
766194434,2
766194435,3
766194436,2
766194437,2
766194438,2
766194439,0
766194440,2
766194441,2
766194442,2
766194443,2
766194444,3
766194445,2
766194446,2
766194447,3
766194448,3
766194449,2
766194450,2
766194451,2
766194452,2
766194453,3
766194454,2
766194455,2
766194456,2
766194457,3
766194458,2
766194459,3
766194460,2
766194461,3
766194462,2
766194463,2
766194464,2
766194465,1
766194466,1
766194467,2
766194468,2
766194469,3
766194470,2
766194471,2
766194472,2
766194473,2
766194474,1
766194475,2
766194476,2
766194477,3
766194478,2
766194479,3
766194480,4
766194481,2
766194482,3
766194483,2
766194484,2
766194485,2
766194486,2
766194487,3
766194488,1
766194489,2
766194490,3
766194491,2
766194492,2
766194493,2
766194494,2
766194495,2
766194496,4
766194497,3
766194498,0
766194499,2
766194500,3
766194501,2
766194502,2
766194503,2
766194504,2
766194505,2
766194506,2
766194507,2
766194508,3
766194509,3
766194510,2
766194511,3
766194512,3
766194513,2
766194514,2
766194515,2
766194516,2
766194517,3
766194518,3
766194519,2
766194520,2
766194521,2
766194522,2
766194523,2
766194524,3
766194525,2
766194526,2
766194527,3
766194528,1
766194529,3
766194530,0
766194531,2
766194532,3
766194533,3
766194534,3
766194535,0
766194536,2
766194537,3
766194538,2
766194539,2
766194540,2
766194541,2
766194542,2
766194543,0
766194544,2
766194545,2
766194546,3
766194547,3
766194548,3
766194549,3
766194550,3
766194551,3
766194552,0
766194553,2
766194554,3
766194555,2
766194556,2
766194557,2
766194558,4
766194559,2
766194560,2
766194561,2
766194562,3
766194563,2
766194564,0
766194565,2
766194566,2
766194567,3
766194568,3
766194569,2
766194570,2
766194571,3
766194572,2
766194573,3
766194574,4
766194575,3
766194576,3
766194577,2
766194578,3
766194579,2
766194580,1
766194581,4
766194582,3
766194583,2
766194584,2
766194585,2
766194586,1
766194587,3
766194588,3
766194589,3
766194590,2
766194591,2
766194592,3
766194593,4
766194594,4
766194595,2
766194596,2
766194597,2
766194598,3
766194599,3
766194600,2
766194601,3
766194602,2
766194603,0
766194604,2
766194605,2
766194606,3
766194607,3
766194608,3
766194609,3
766194610,2
766194611,2
766194612,3
766194613,3
766194614,0
766194615,3
766194616,3
766194617,0
766194618,2
766194619,2
766194620,2
766194621,2
766194622,2
766194623,2
766194624,3
766194625,2
766194626,2
766194627,2
766194628,2
766194629,2
766194630,0
766194631,3
766194632,2
766194633,3
766194634,0
766194635,2
766194636,2
766194637,2
766194638,3
766194639,2
766194640,2
766194641,2
766194642,3
766194643,2
766194644,3
766194645,2
766194646,2
766194647,4
766194648,2
766194649,3
766194650,3
766194651,2
766194652,2
766194653,3
766194654,2
766194655,2
766194656,2
766194657,2
766194658,3
766194659,2
766194660,2
766194661,2
766194662,2
766194663,3
766194664,2
766194665,3
766194666,3
766194667,3
766194668,3
766194669,3
766194670,0
766194671,2
766194672,2
766194673,2
766194674,2
766194675,2
766194676,1
766194677,2
766194678,2
766194679,3
766194680,0
766194681,3
766194682,2
766194683,3
766194684,2
766194685,0
766194686,4
766194687,2
766194688,2
766194689,3
766194690,3
766194691,2
766194692,2
766194693,2
766194694,3
766194695,4
766194696,3
766194697,3
766194698,2
766194699,3
766194700,0
766194701,0
766194702,4
766194703,2
766194704,2
766194705,2
766194706,2
766194707,2
766194708,3
766194709,3
766194710,2
766194711,3
766194712,3
766194713,0
766194714,2
766194715,2
766194716,3
766194717,2
766194718,0
766194719,2
766194720,3
766194721,2
766194722,3
766194723,2
766194724,3
766194725,2
766194726,2
766194727,2
766194728,2
766194729,2
766194730,2
766194731,2
766194732,2
766194733,3
766194734,2
766194735,3
766194736,2
766194737,0
766194738,2
766194739,2
766194740,1
766194741,3
766194742,2
766194743,2
766194744,2
766194745,2
766194746,3
766194747,4
766194748,2
766194749,3
766194750,3
766194751,3
766194752,2
766194753,2
766194754,2
766194755,2
766194756,2
766194757,3
766194758,0
766194759,2
766194760,3
766194761,2
766194762,2
766194763,3
766194764,3
766194765,2
766194766,2
766194767,3
766194768,3
766194769,3
766194770,2
766194771,2
766194772,2
766194773,3
766194774,2
766194775,3
766194776,0
766194777,3
766194778,2
766194779,2
766194780,2
766194781,2
766194782,4
766194783,2
766194784,2
766194785,3
766194786,2
766194787,3
766194788,2
766194789,3
766194790,3
766194791,2
766194792,2
766194793,4
766194794,2
766194795,3
766194796,3
766194797,2
766194798,0
766194799,2
766194800,0
766194801,0
766194802,3
766194803,3
766194804,2
766194805,3
766194806,2
766194807,3
766194808,2
766194809,2
766194810,3
766194811,3
766194812,2
766194813,3
766194814,3
766194815,3
